severe_threshold_source,severe_threshold_value,number_of_episodes,number_of_severe_hours,episode_duration_min,episode_duration_median,episode_duration_mean,episode_duration_max,m0_severe_episode_hour_mae,m0_severe_episode_hour_rmse,m0_severe_episode_underprediction_rate,m1_severe_episode_hour_mae,m1_severe_episode_hour_rmse,m1_severe_episode_underprediction_rate,m2_severe_episode_hour_mae,m2_severe_episode_hour_rmse,m2_severe_episode_underprediction_rate,m3_severe_episode_hour_mae,m3_severe_episode_hour_rmse,m3_severe_episode_underprediction_rate,note
development_P95,282.0,41,512,1.0,7.0,12.487804878048781,76.0,293.990234375,302.22608013807314,100.0,194.6764432615238,206.80621224867974,100.0,164.26020627981256,188.7335055183601,94.7265625,160.89739197606696,181.2151138259311,96.2890625,"Concentration-prediction behaviour in the upper tail. No event-detection or classification claim is made: these models predict a concentration, not an event class."
