feature,gain
PM2.5_lag0,1152047.597038269
origin_hour_cos,105606.3794708252
origin_doy_sin,99477.73174667358
target_doy_sin,87780.41233062744
origin_doy_cos,79362.61381912231
PRES_w48_std,78742.69432449341
target_doy_cos,63583.86079406738
TEMP_w24_std,58593.04439163208
DEWP_w3_std,41051.71660614014
DEWP_lag47,37682.766860961914
TEMP_w48_std,36960.05585861206
PM2.5_w12_min,35761.68689727783
PM2.5_w3_min,34318.45652008057
WSPM_lag0,29387.50203704834
TEMP_w24_max,28329.45559310913
TEMP_w48_mean,27918.444911956787
PRES_lag12,25963.94905090332
CO_w6_min,25745.83856201172
PRES_lag47,25005.67583847046
DEWP_lag24,23092.18555831909
TEMP_w48_max,22581.886333465576
PRES_w24_min,22460.26312637329
WSPM_w6_mean,22303.981826782227
DEWP_w48_min,21960.00626373291
DEWP_w48_std,21054.64948272705
PRES_w24_std,20951.692985534668
WSPM_w3_mean,20554.747707366943
TEMP_w48_min,19291.424976348877
WSPM_w6_max,19201.020378112793
wd_is_SW,18082.75678253174
DEWP_w24_min,17984.208984375
DEWP_w48_mean,17833.874576568604
TEMP_w24_min,17611.172931671143
PRES_w12_std,17423.9061126709
PM2.5_w48_std,17393.42132949829
WSPM_w12_std,17105.87403869629
TEMP_w24_mean,16800.2668800354
PM2.5_w48_max,16770.028343200684
DEWP_w6_std,16706.937759399414
WSPM_w3_max,16406.28078842163
PRES_w48_min,16252.350227355957
PM2.5_w48_mean,15484.687973022461
O3_w24_std,14490.093257904053
PM2.5_w12_mean,13662.032615661621
TEMP_lag47,12963.759716033936
DEWP_w48_max,12763.412956237793
DEWP_lag0,12652.931476593018
PRES_w12_min,12418.928497314453
WSPM_w12_max,12250.845176696777
PM2.5_w6_min,11956.622543334961
DEWP_w24_std,11780.152877807617
WSPM_w6_std,11655.827980041504
TEMP_w12_min,11637.696487426758
PM2.5_lag24,11290.865905761719
DEWP_w12_std,11181.436363220215
O3_w6_max,11114.608158111572
O3_lag0,10710.033893585205
PM2.5_lag47,10582.767108917236
PRES_w6_min,10558.883255004883
DEWP_w24_max,10377.044498443604
DEWP_w24_mean,10307.416400909424
TEMP_w12_max,9851.618381500244
PM2.5_w24_min,9827.46508026123
PRES_w3_std,9744.105026245117
PM10_w48_max,9578.835716247559
O3_w24_max,9484.92321395874
rain_occurred_w48_mean,9251.870265960693
DEWP_w12_min,9240.035312652588
PM10_w48_std,9124.341316223145
TEMP_lag24,9092.313297271729
PM2.5_w24_mean,9052.398803710938
PM2.5_w48_min,8671.576473236084
origin_month_sin,8600.883811950684
PRES_w48_max,8415.909099578857
PRES_w12_max,8387.914276123047
WSPM_w3_std,8296.542873382568
PM2.5_w12_max,8070.03829574585
PRES_w6_std,8055.5192794799805
O3_w3_max,8052.380279541016
TEMP_w12_mean,7994.046539306641
CO_w48_mean,7892.802783966064
TEMP_w3_std,7647.22248840332
wd_is_SSW,7407.139457702637
PM2.5_lag12,7396.145542144775
TEMP_lag12,7378.191677093506
TEMP_lag6,7356.308517456055
SO2_w12_max,7340.439697265625
O3_w48_std,7130.456970214844
O3_w24_mean,7092.6716232299805
PM10_lag12,7089.632057189941
NO2_lag12,6917.356010437012
PRES_lag6,6891.918190002441
wd_is_NW,6815.489051818848
O3_lag47,6674.154090881348
O3_w3_min,6477.191711425781
O3_w12_mean,6289.687572479248
PM2.5_w3_max,6248.503189086914
PRES_lag24,6221.927925109863
CO_lag0,6203.6798095703125
SO2_w48_std,6128.849548339844
PRES_lag0,6094.24987411499
SO2_w24_mean,5895.131637573242
rain_occurred_w24_mean,5818.633605957031
origin_month_cos,5770.095329284668
PM10_w48_min,5765.386871337891
PM10_lag47,5730.563514709473
NO2_w12_min,5642.511859893799
target_month_sin,5592.005187988281
O3_w48_mean,5471.248332977295
CO_lag47,5470.631721496582
PM2.5_w24_std,5329.022308349609
O3_w12_min,5263.086006164551
TEMP_w12_std,5173.788623809814
RAIN_lag0,5140.812530517578
CO_w24_min,5130.332775115967
SO2_w24_std,4880.653564453125
RAIN_w48_mean,4869.349800109863
PM10_w12_min,4815.948677062988
TEMP_w6_max,4760.836315155029
origin_hour_sin,4702.364765167236
TEMP_w6_min,4675.842700958252
PM10_w48_mean,4648.511016845703
