feature,gain
SO2_w6_min,4617.159523010254
WSPM_w12_mean,4569.651256561279
O3_w6_min,4547.635498046875
PM10_w24_min,4533.324783325195
O3_w48_max,4497.8527908325195
wd_is_WSW,4468.90803527832
WSPM_w48_max,4387.052894592285
WSPM_w48_mean,4372.660713195801
TEMP_w3_max,4294.045372009277
O3_w12_max,4282.473438262939
DEWP_w3_min,4274.049808502197
PRES_w24_max,4199.124412536621
DEWP_w6_min,4023.073802947998
DEWP_lag12,3973.1027221679688
TEMP_w6_std,3955.626953125
NO2_lag0,3881.5950660705566
O3_w3_mean,3866.9977264404297
SO2_w12_mean,3853.5444374084473
SO2_w48_min,3836.874092102051
DEWP_w12_mean,3663.7058029174805
target_month_cos,3652.033706665039
station_is_Huairou,3641.099983215332
NO2_w24_max,3586.1595001220703
SO2_w48_max,3580.0098915100098
PM10_w6_min,3559.298614501953
DEWP_w12_max,3512.6353759765625
PRES_w48_mean,3457.8144912719727
SO2_w48_mean,3397.7477951049805
NO2_w24_mean,3249.9723052978516
PM2.5_w3_mean,3242.9971084594727
PRES_w6_max,3216.810401916504
WSPM_w24_max,3133.7161903381348
PM2.5_w24_max,3094.248519897461
NO2_w24_min,3081.360679626465
NO2_w3_min,3077.434410095215
PM2.5_w6_mean,2988.784713745117
NO2_w6_min,2977.4839477539062
PM10_w3_max,2861.198890686035
RAIN_w3_mean,2854.328685760498
CO_w12_min,2744.604019165039
O3_lag24,2733.4056129455566
WSPM_w48_min,2671.6892051696777
WSPM_w48_std,2651.194896697998
PRES_w3_min,2635.8222122192383
O3_w48_min,2629.354690551758
TEMP_lag0,2610.0114974975586
wd_is_NNE,2593.4258995056152
SO2_w6_max,2568.0278816223145
CO_w48_std,2564.2884941101074
WSPM_w24_mean,2503.82608795166
SO2_lag12,2469.6784896850586
CO_w24_mean,2466.288200378418
CO_w6_std,2432.7450103759766
PRES_w12_mean,2426.4418029785156
SO2_w24_min,2383.7906036376953
PM10_observed_frac_48h,2379.295726776123
DEWP_w6_max,2325.6133766174316
PM10_w3_min,2323.6881828308105
O3_w6_mean,2295.0772018432617
O3_lag12,2277.8690032958984
SO2_lag47,2228.5032997131348
O3_w12_std,2144.893508911133
PM10_lag1,2126.205108642578
PM2.5_w6_max,2124.945213317871
DEWP_lag6,2123.96280670166
DEWP_w6_mean,2083.2971267700195
RAIN_w48_std,2079.4188117980957
O3_lag6,1971.795497894287
RAIN_w48_max,1965.0299911499023
NO2_w48_mean,1932.6605911254883
O3_lag3,1929.9779968261719
station_is_Dingling,1929.6571044921875
TEMP_lag3,1761.112190246582
SO2_w24_max,1745.2788009643555
WSPM_w24_std,1740.155891418457
CO_w12_mean,1657.4004707336426
wd_is_NNW,1651.1099853515625
CO_w24_max,1645.54248046875
NO2_w12_std,1617.1747131347656
RAIN_w24_std,1599.4483261108398
PM2.5_w12_std,1578.3343925476074
SO2_lag0,1574.8449783325195
wd_is_N,1567.6813049316406
NO2_w12_mean,1530.143211364746
CO_w48_max,1524.1018295288086
wd_is_WNW,1492.0111045837402
SO2_observed_frac_48h,1482.7941055297852
O3_w24_min,1451.1415939331055
NO2_w12_max,1439.0627937316895
PRES_lag3,1421.8109817504883
PRES_w24_mean,1404.3453216552734
PM10_lag0,1404.2528038024902
PM10_w6_mean,1392.704475402832
PM10_w12_mean,1350.769889831543
PM10_w3_std,1345.7890014648438
O3_lag1,1306.4620933532715
PRES_w3_max,1269.6010055541992
NO2_w48_min,1260.8195877075195
SO2_lag24,1250.234920501709
NO2_w48_max,1222.6422119140625
TEMP_w6_mean,1219.8440895080566
SO2_w3_min,1206.4020080566406
wd_is_NE,1172.1414070129395
PM2.5_w6_std,1156.597885131836
NO2_w24_std,1149.0449981689453
RAIN_w12_mean,1089.106300354004
PM10_w24_mean,1087.7966995239258
PRES_w6_mean,1080.4609184265137
PM10_w24_max,1065.396083831787
SO2_w12_min,1048.466079711914
RAIN_w24_mean,1022.1766052246094
CO_lag24,994.7208023071289
NO2_w48_std,994.2972869873047
CO_w6_max,984.3511962890625
PM10_w24_std,979.8485069274902
CO_observed_frac_48h,979.0906066894531
SO2_w6_mean,974.0871887207031
PM10_w12_max,969.4203033447266
TEMP_w3_min,940.3270111083984
O3_lag2,939.3100128173828
DEWP_w3_max,917.2172088623047
RAIN_w3_max,899.0689849853516
CO_w24_std,890.060905456543
SO2_w12_std,867.1780014038086
wd_is_W,863.1799926757812
PRES_w3_mean,854.2523040771484
CO_w3_mean,839.2739868164062
PM2.5_observed_frac_48h,792.6540870666504
NO2_w6_max,760.2670135498047
CO_w12_max,727.0465927124023
WSPM_w24_min,723.7720031738281
NO2_lag47,674.4811935424805
SO2_lag3,659.5190124511719
PRES_lag2,655.9542999267578
O3_w6_std,655.8455047607422
RAIN_w12_std,655.2319946289062
RAIN_w6_std,649.1478881835938
PM10_lag24,637.932804107666
O3_observed_frac_48h,603.7839050292969
PM10_w6_max,596.9270973205566
PRES_lag1,587.8520126342773
NO2_w3_max,556.734001159668
PM2.5_lag6,551.5422019958496
TEMP_lag2,550.7798004150391
TEMP_w3_mean,538.5987014770508
rain_occurred_w12_mean,525.3088989257812
DEWP_w3_mean,509.4456024169922
O3_observed_frac_24h,491.8936958312988
RAIN_w24_max,482.375301361084
CO_w48_min,475.86399841308594
CO_w6_mean,462.11500549316406
PM2.5_observed_frac_24h,451.37960052490234
NO2_lag24,447.2153015136719
PM10_w12_std,446.48059844970703
RAIN_w6_mean,442.19869232177734
SO2_w3_std,440.7324905395508
CO_lag1,430.76559829711914
rain_occurred_w6_mean,421.4683074951172
PM10_w3_mean,409.0490036010742
SO2_lag6,395.1382064819336
SO2_w6_std,386.46978759765625
WSPM_w3_min,383.5877990722656
CO_w3_max,372.39600372314453
CO_w3_std,367.32398986816406
TEMP_lag1,358.89611053466797
DEWP_lag2,328.9792060852051
station_is_Wanliu,303.01030349731445
WSPM_w6_min,280.5120086669922
CO_w12_std,272.7814064025879
O3_w3_std,253.7959976196289
NO2_w6_std,249.70080184936523
NO2_lag1,248.5510025024414
CO_lag3,241.26980590820312
station_is_Changping,239.01699829101562
PM10_observed_frac_24h,223.8188934326172
PM2.5_lag3,222.54409790039062
NO2_observed_frac_24h,208.71290588378906
SO2_w3_mean,183.01079559326172
PM10_lag6,167.36499786376953
WSPM_observed_frac_24h,146.80499267578125
station_is_Wanshouxigong,146.3302001953125
CO_lag12,142.61099243164062
NO2_lag6,141.472900390625
WSPM_w12_min,137.09779739379883
CO_observed_frac_24h,135.89700317382812
RAIN_lag47,131.43499755859375
NO2_observed_frac_48h,128.80099487304688
CO_lag2,126.3239974975586
wd_is_S,120.16899871826172
PRES_observed_frac_24h,115.36100006103516
CO_observed_frac_6h,104.67500305175781
RAIN_observed_frac_48h,104.11699676513672
CO_w3_min,100.9990005493164
NO2_w3_std,100.45700073242188
WSPM_lag47,88.45330047607422
wd_is_ESE,87.37859725952148
PM10_observed_frac_6h,82.88890075683594
PM2.5_lag1,82.15979766845703
RAIN_w3_std,82.09159851074219
PRES_observed_frac_48h,76.30879974365234
O3_gap_age_at_origin,76.27860260009766
SO2_observed_frac_24h,75.96060180664062
DEWP_lag3,71.27970123291016
CO_lag6,68.19509887695312
O3_observed_frac_6h,59.792198181152344
WSPM_lag3,52.00090026855469
SO2_w3_max,49.088600158691406
CO_gap_age_at_origin,0.0
CO_observed_at_origin,0.0
DEWP_lag1,0.0
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
NO2_gap_age_at_origin,0.0
NO2_lag2,0.0
NO2_lag3,0.0
NO2_observed_at_origin,0.0
NO2_observed_frac_6h,0.0
NO2_w3_mean,0.0
NO2_w6_mean,0.0
O3_observed_at_origin,0.0
PM10_gap_age_at_origin,0.0
PM10_lag2,0.0
PM10_lag3,0.0
PM10_observed_at_origin,0.0
PM10_w6_std,0.0
PM2.5_gap_age_at_origin,0.0
PM2.5_lag2,0.0
PM2.5_observed_at_origin,0.0
PM2.5_observed_frac_6h,0.0
PM2.5_w3_std,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_6h,0.0
RAIN_lag1,0.0
RAIN_lag12,0.0
RAIN_lag2,0.0
RAIN_lag24,0.0
RAIN_lag3,0.0
RAIN_lag6,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_max,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w3_min,0.0
RAIN_w48_min,0.0
RAIN_w6_max,0.0
RAIN_w6_min,0.0
SO2_gap_age_at_origin,0.0
SO2_lag1,0.0
SO2_lag2,0.0
SO2_observed_at_origin,0.0
SO2_observed_frac_6h,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_48h,0.0
TEMP_observed_frac_6h,0.0
WSPM_lag1,0.0
WSPM_lag12,0.0
WSPM_lag2,0.0
WSPM_lag24,0.0
WSPM_lag6,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_at_origin,0.0
rain_occurred_w3_mean,0.0
station_is_Aotizhongxin,0.0
station_is_Dongsi,0.0
station_is_Guanyuan,0.0
station_is_Gucheng,0.0
station_is_Nongzhanguan,0.0
station_is_Shunyi,0.0
station_is_Tiantan,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_E,0.0
wd_is_ENE,0.0
wd_is_MISSING,0.0
wd_is_SE,0.0
wd_is_SSE,0.0
