feature,gain
TEMP_lag3,1421.2612953186035
SO2_w3_std,1415.8149366378784
TEMP_w12_max,1413.4317960739136
TEMP_w6_max,1398.7214965820312
DEWP_w24_max,1396.6337442398071
O3_w6_std,1392.9636335372925
PM10_w6_min,1387.2163105010986
SO2_lag47,1387.1701049804688
TEMP_w48_mean,1379.6551942825317
O3_lag12,1363.6944789886475
DEWP_w6_max,1354.0395030975342
PM10_lag47,1351.6867094039917
origin_month_sin,1343.2161617279053
O3_lag6,1327.8855981826782
PM10_w24_std,1324.4506030082703
WSPM_w48_mean,1324.4389805793762
DEWP_w12_mean,1321.2805948257446
PM2.5_w24_max,1319.3955011367798
DEWP_w24_min,1313.1628980636597
PM2.5_w24_std,1308.696792602539
WSPM_w48_std,1304.2652978897095
wd_is_SSW,1293.3407983779907
PM10_w12_std,1284.8347883224487
PM10_lag24,1272.656379699707
PM2.5_w6_min,1247.7178936004639
wd_is_WSW,1245.6189012527466
PM10_w12_mean,1238.2250699996948
WSPM_lag24,1205.1878690719604
PM2.5_w12_max,1182.0895771980286
NO2_lag3,1179.2649688720703
O3_w12_std,1176.0883989334106
DEWP_lag12,1175.6634492874146
O3_w24_std,1175.5531005859375
PM10_lag6,1172.8603267669678
WSPM_lag47,1168.2892541885376
DEWP_w6_min,1134.4743938446045
TEMP_w3_max,1131.5584030151367
TEMP_w12_min,1120.5846948623657
PM10_w48_std,1120.0910892486572
WSPM_lag6,1097.3554134368896
WSPM_w24_mean,1094.8274984359741
WSPM_w12_max,1089.0043020248413
target_doy_cos,1083.0118970870972
CO_lag12,1071.9932880401611
PRES_w48_min,1066.314401626587
SO2_w48_std,1053.8214282989502
SO2_w48_mean,1046.4732961654663
O3_w6_mean,1039.3014059066772
PM10_w24_mean,1039.2039031982422
WSPM_w24_std,1030.0847792625427
WSPM_w24_max,1029.161298751831
RAIN_lag0,1021.6784973144531
PM10_lag12,1020.9515695571899
O3_w24_mean,1010.1367950439453
PM10_w3_mean,997.6035680770874
TEMP_lag2,988.3505954742432
PM10_w48_max,981.9432020187378
wd_is_S,980.8337097167969
O3_w48_std,970.0659685134888
WSPM_lag2,966.1418905258179
TEMP_w24_min,961.8447914123535
SO2_lag24,960.4454011917114
SO2_w24_mean,947.8716993331909
TEMP_w6_mean,947.511100769043
O3_w6_min,947.4244766235352
DEWP_w6_mean,930.5265045166016
DEWP_w3_min,908.095606803894
PM10_w6_mean,897.0502624511719
NO2_lag6,896.525463104248
PM10_w48_mean,894.7263040542603
WSPM_lag3,894.3236646652222
TEMP_w24_mean,893.4201307296753
O3_w24_max,887.6593074798584
SO2_w24_std,876.738151550293
O3_w12_max,875.4549069404602
NO2_w12_std,869.3630542755127
PRES_lag6,866.6292972564697
PRES_w48_mean,863.6481990814209
NO2_lag12,862.9276332855225
CO_w48_mean,859.531439781189
PM10_w48_min,855.7019472122192
CO_w24_std,848.8690710067749
SO2_w6_std,842.3336992263794
O3_w48_max,839.8734922409058
SO2_w12_std,839.5850286483765
NO2_lag2,834.5708961486816
SO2_lag6,831.1775007247925
NO2_w24_mean,827.5788450241089
PM10_w24_min,824.4768915176392
PM2.5_w48_min,823.0133018493652
CO_w48_std,822.1202001571655
TEMP_w3_min,821.977156162262
WSPM_lag12,820.3898668289185
TEMP_w24_max,813.5957345962524
CO_w24_mean,811.7785959243774
TEMP_w6_min,800.4112968444824
PRES_w3_max,778.3137397766113
PM10_w12_min,773.6093187332153
WSPM_w48_max,771.3641910552979
NO2_w48_min,763.7730989456177
O3_w12_min,750.929500579834
NO2_w48_std,749.296196937561
PRES_w48_max,748.3089952468872
SO2_w3_min,744.5598096847534
CO_lag3,739.3779964447021
wd_is_NNE,735.5424995422363
RAIN_w48_mean,733.4415035247803
CO_lag24,722.5425381660461
O3_w12_mean,718.7482461929321
NO2_w6_mean,713.9675846099854
NO2_w24_std,712.0624074935913
NO2_w48_mean,706.6457300186157
CO_lag6,700.3746013641357
PRES_w24_max,697.9249362945557
DEWP_w12_min,687.6266031265259
RAIN_w12_mean,683.4339027404785
CO_lag47,679.2055234909058
wd_is_N,676.9914951324463
WSPM_w6_min,674.8158869743347
CO_w12_mean,674.6422033309937
DEWP_w3_mean,672.4499015808105
WSPM_w3_min,661.3493976593018
PRES_w12_min,659.1230010986328
CO_w6_mean,654.5377073287964
NO2_w12_mean,648.9896745681763
NO2_w6_min,643.0573043823242
NO2_w12_min,640.1857805252075
PRES_w24_min,626.7552881240845
PRES_lag1,617.0541400909424
NO2_w3_mean,612.8313007354736
WSPM_w12_min,612.0716018676758
PM10_w12_max,610.6385536193848
SO2_lag3,604.5067005157471
wd_is_SSE,601.4569115638733
NO2_w3_max,583.8263998031616
NO2_w3_min,583.776198387146
TEMP_w3_mean,577.8807029724121
SO2_lag12,577.1590805053711
PM2.5_observed_frac_6h,564.3697004318237
SO2_w6_mean,542.7162990570068
NO2_w12_max,535.1716976165771
CO_w3_mean,533.8175363540649
RAIN_w48_std,526.1503992080688
PRES_lag3,516.4829473495483
O3_w3_mean,500.36916065216064
SO2_w6_min,498.8188009262085
NO2_w48_max,497.9716987609863
SO2_w24_max,495.5483407974243
DEWP_w3_max,486.073034286499
SO2_w12_max,486.0369987487793
station_is_Huairou,479.4032516479492
NO2_w24_max,478.3955612182617
SO2_lag2,476.92021083831787
NO2_w24_min,472.566201210022
O3_w3_min,472.22440242767334
PRES_w3_mean,461.10999870300293
SO2_w3_mean,458.9345006942749
SO2_w48_min,453.34459590911865
SO2_w48_max,446.95409870147705
PRES_lag2,442.4992961883545
PRES_w6_max,437.4705047607422
SO2_w12_min,424.7964200973511
SO2_w12_mean,423.5447187423706
CO_w3_min,420.9449987411499
SO2_w3_max,413.0158967971802
rain_occurred_w3_mean,402.2978000640869
CO_w6_max,399.81783294677734
SO2_w6_max,397.4132308959961
PRES_w6_min,393.4071445465088
SO2_w24_min,391.31639766693115
wd_is_SE,389.6292028427124
CO_observed_frac_6h,379.7954978942871
wd_is_NNW,377.6280279159546
PRES_w24_mean,371.04199409484863
RAIN_w3_mean,369.4109010696411
CO_w24_max,363.6280002593994
CO_w48_max,355.37269926071167
RAIN_lag47,348.6314992904663
RAIN_w6_mean,347.72549533843994
PM10_w24_max,343.5082998275757
PRES_w12_mean,341.53209400177
NO2_w6_max,340.71149826049805
station_is_Changping,337.5847997665405
CO_w3_max,334.9046974182129
wd_is_NE,322.8519039154053
RAIN_w3_std,313.1592969894409
O3_w24_min,304.1240005493164
station_is_Dingling,298.69829750061035
wd_is_NW,291.93868923187256
rain_occurred_w24_mean,287.1117010116577
PRES_w12_max,283.6770009994507
CO_w12_max,281.9408016204834
CO_w6_min,278.38549995422363
origin_month_cos,277.99650287628174
RAIN_w24_mean,275.6613998413086
CO_w24_min,275.4353017807007
rain_occurred_w48_mean,274.1995038986206
CO_observed_at_origin,269.1454038619995
RAIN_w48_max,267.3456983566284
target_month_sin,264.8536014556885
station_is_Gucheng,258.3699598312378
rain_occurred_w12_mean,254.9759006500244
PRES_w3_min,248.9924602508545
WSPM_w24_min,248.7303819656372
O3_w48_min,217.52102184295654
RAIN_w6_std,217.0246992111206
CO_observed_frac_48h,215.54590129852295
SO2_observed_at_origin,215.45250129699707
CO_w12_min,195.52556800842285
target_month_cos,183.62409782409668
RAIN_w12_std,182.86000061035156
NO2_observed_at_origin,180.29780101776123
wd_is_ENE,179.36382055282593
PRES_w6_mean,176.41548824310303
RAIN_w3_max,175.462797164917
RAIN_lag24,174.8163022994995
CO_w48_min,170.82799816131592
RAIN_lag2,169.53545093536377
RAIN_w6_min,164.35009098052979
WSPM_w48_min,160.3336000442505
NO2_observed_frac_48h,157.73657989501953
CO_observed_frac_24h,152.2327003479004
RAIN_lag3,142.90161991119385
RAIN_lag12,127.71749973297119
station_is_Guanyuan,120.48890113830566
wd_is_ESE,117.38419914245605
SO2_observed_frac_48h,112.41959857940674
RAIN_w3_min,111.77239990234375
RAIN_w12_max,106.91310214996338
O3_observed_frac_6h,104.09269905090332
CO_gap_age_at_origin,101.01400184631348
RAIN_lag6,94.52691078186035
O3_observed_frac_48h,94.38240051269531
station_is_Shunyi,94.07869911193848
station_is_Tiantan,92.63360023498535
RAIN_w24_std,84.25080108642578
wd_is_WNW,83.07829856872559
PM10_observed_at_origin,76.75220108032227
PM10_observed_frac_24h,70.85630130767822
SO2_observed_frac_24h,69.54280090332031
station_is_Wanliu,68.80729961395264
O3_observed_at_origin,61.942129135131836
RAIN_w24_max,58.071699142456055
wd_is_E,57.797099113464355
rain_occurred_at_origin,55.90609931945801
O3_observed_frac_24h,53.569499015808105
wd_is_W,52.25876998901367
station_is_Wanshouxigong,49.482900619506836
RAIN_observed_frac_24h,44.37100028991699
RAIN_w6_max,43.54650020599365
PM2.5_gap_age_at_origin,42.59449863433838
NO2_gap_age_at_origin,40.50369930267334
NO2_observed_frac_6h,37.0954008102417
PRES_observed_frac_48h,37.06220054626465
O3_gap_age_at_origin,33.478700160980225
SO2_gap_age_at_origin,30.9483003616333
RAIN_observed_frac_48h,30.018400192260742
PM10_observed_frac_6h,29.295000076293945
NO2_observed_frac_24h,29.098400115966797
PM10_observed_frac_48h,25.599319458007812
PM2.5_observed_frac_48h,25.334599494934082
PM10_gap_age_at_origin,17.436899185180664
DEWP_observed_frac_48h,17.334999084472656
TEMP_observed_frac_48h,16.666200637817383
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_6h,0.0
PM2.5_observed_frac_24h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_24h,0.0
PRES_observed_frac_6h,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w48_min,0.0
SO2_observed_frac_6h,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_6h,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_w6_mean,0.0
station_is_Aotizhongxin,0.0
station_is_Nongzhanguan,0.0
wd_is_MISSING,0.0
