feature,gain
origin_doy_sin,255445.95669174194
WSPM_w12_max,249543.37593650818
target_doy_sin,249148.35744667053
origin_doy_cos,201171.89974212646
DEWP_lag0,151056.1903438568
target_doy_cos,143517.09135246277
PRES_w48_std,135719.43356132507
DEWP_lag47,108184.65894317627
WSPM_w6_max,104261.90772628784
PRES_w48_min,94996.78590583801
TEMP_w48_max,89254.25464248657
TEMP_w48_std,81675.137342453
TEMP_w24_std,76422.32696914673
DEWP_w12_std,74005.98133277893
WSPM_w3_max,69350.5795955658
WSPM_w24_max,65632.32894515991
origin_hour_cos,64016.95336723328
DEWP_w48_min,62055.9137878418
DEWP_w24_std,61456.767599105835
TEMP_w48_mean,58709.251443862915
TEMP_w24_max,57336.783685684204
PRES_w24_std,55833.86352729797
TEMP_w48_min,53343.71237564087
DEWP_w24_min,52444.80098724365
DEWP_w3_min,50980.23154449463
DEWP_w48_std,49967.762128829956
PRES_lag47,48270.689014434814
TEMP_w12_min,47778.49494552612
PRES_w12_std,47235.662033081055
WSPM_lag0,46059.898403167725
DEWP_w48_max,45946.660902023315
DEWP_w48_mean,44613.09069061279
DEWP_w6_std,41156.8622303009
wd_is_SW,39042.511363983154
DEWP_w12_min,38772.955265045166
RAIN_w48_mean,38545.49463272095
TEMP_w24_mean,36203.524532318115
WSPM_w24_mean,34782.21395301819
PRES_w24_min,31719.813850402832
rain_occurred_w48_mean,31168.336009979248
DEWP_w6_min,30379.4964427948
PRES_lag12,29544.386938095093
rain_occurred_w24_mean,28921.54071044922
origin_hour_sin,27794.643175125122
TEMP_w24_min,27019.64931869507
WSPM_w48_max,25042.776390075684
PRES_w48_max,23550.13892173767
PRES_w24_max,23533.861862182617
DEWP_w3_std,23507.909755706787
WSPM_w12_std,23032.0398273468
TEMP_lag24,22498.72716140747
WSPM_w48_mean,22312.67992591858
DEWP_lag24,21900.648691177368
DEWP_w24_mean,21356.302881240845
DEWP_w24_max,20278.868925094604
TEMP_lag47,20031.446701049805
PRES_w12_max,19597.27174758911
TEMP_w12_max,18961.127243041992
origin_month_sin,18604.85786628723
PRES_w6_std,18087.16819000244
RAIN_w48_std,17858.4987449646
WSPM_w24_std,17544.911239624023
TEMP_w6_min,17511.182641983032
WSPM_w48_std,17254.856184005737
DEWP_w12_max,17147.08213043213
TEMP_w12_mean,16797.85439300537
wd_is_SSW,16499.38774871826
PRES_lag24,15908.249141693115
station_is_Huairou,14938.832931518555
