feature,gain
WSPM_w6_mean,14890.323463439941
origin_month_cos,14706.026071548462
PRES_lag0,14548.541072845459
PRES_w12_min,14131.585399627686
target_month_sin,14054.495555877686
DEWP_lag12,12350.780275344849
PRES_w48_mean,11990.13754081726
wd_is_NW,11981.77993774414
WSPM_w12_mean,11678.41736793518
TEMP_w6_max,11119.811889648438
TEMP_w3_min,10394.53754234314
PRES_w3_std,10059.570154190063
DEWP_w3_max,9908.208988189697
TEMP_lag12,9894.160276412964
DEWP_w12_mean,9731.023864746094
TEMP_w12_std,9634.587615966797
TEMP_lag6,9348.055053710938
TEMP_w3_std,8760.15214920044
WSPM_w48_min,8455.763345718384
wd_is_WSW,8273.194046020508
WSPM_w3_mean,7941.568572998047
station_is_Dingling,7799.423431396484
DEWP_w6_max,7724.035842895508
PRES_w6_min,7716.785076141357
RAIN_w24_mean,7595.213333129883
PRES_w24_mean,7461.053016662598
PRES_w6_max,6780.2106075286865
DEWP_w3_mean,6747.2620277404785
PRES_w3_max,6559.506416320801
RAIN_w24_std,6557.02991104126
TEMP_lag0,6268.355503082275
RAIN_w48_max,5792.355876922607
TEMP_w6_std,5732.251392364502
DEWP_w6_mean,5647.9857177734375
TEMP_w6_mean,5319.587181091309
wd_is_ESE,5142.620128631592
PRES_w12_mean,4892.6161460876465
target_month_cos,4830.973583221436
wd_is_NNE,4789.815933227539
wd_is_WNW,4747.039047241211
wd_is_NNW,4646.042030334473
TEMP_w3_max,4458.391262054443
wd_is_S,4425.917188644409
wd_is_N,4281.01399230957
RAIN_w12_mean,4279.106678009033
RAIN_w6_mean,4096.909812927246
WSPM_w24_min,3902.7232208251953
PRES_lag6,3896.4043006896973
PRES_w3_min,3856.757709503174
WSPM_w6_min,3855.730791091919
DEWP_lag6,3854.4847831726074
WSPM_lag47,3801.2257747650146
station_is_Shunyi,3463.616205215454
TEMP_lag3,3331.5737342834473
wd_is_NE,3053.304977416992
TEMP_lag2,3005.298324584961
PRES_w3_mean,2778.862159729004
wd_is_SSE,2637.0175952911377
TEMP_w3_mean,2572.34529876709
station_is_Dongsi,2543.294708251953
wd_is_SE,2522.8044929504395
WSPM_w12_min,2488.0757904052734
wd_is_W,2469.2329864501953
station_is_Nongzhanguan,2430.3452110290527
RAIN_w24_max,2327.8862800598145
RAIN_w12_std,2260.9723834991455
PRES_lag3,2135.473217010498
PRES_w6_mean,2098.071392059326
WSPM_w6_std,2066.120090484619
DEWP_lag1,1924.101800918579
wd_is_E,1821.262321472168
RAIN_w3_min,1777.7266998291016
PRES_lag2,1746.458095550537
rain_occurred_w12_mean,1515.2650985717773
DEWP_lag3,1458.5031967163086
TEMP_lag1,1421.6018180847168
rain_occurred_w6_mean,1300.5647010803223
RAIN_w3_max,1233.9077987670898
RAIN_w12_max,1165.0245933532715
RAIN_w6_min,1132.1907958984375
RAIN_lag0,1117.2473983764648
station_is_Gucheng,1075.6601867675781
station_is_Guanyuan,1047.9382057189941
station_is_Aotizhongxin,1021.6106071472168
station_is_Wanliu,964.5504035949707
RAIN_w3_mean,950.3133926391602
station_is_Wanshouxigong,949.7611885070801
WSPM_w3_min,871.8677978515625
PRES_lag1,800.5413055419922
WSPM_lag24,789.9829978942871
station_is_Changping,780.7503890991211
RAIN_w6_std,754.3181991577148
RAIN_w6_max,639.1848030090332
TEMP_observed_frac_48h,636.7045059204102
PRES_observed_frac_24h,617.2805938720703
DEWP_lag2,616.372386932373
TEMP_observed_frac_24h,561.2469902038574
station_is_Tiantan,506.96811294555664
RAIN_lag24,494.27558517456055
RAIN_observed_frac_48h,409.9595947265625
WSPM_lag12,397.407901763916
RAIN_lag47,386.1044044494629
WSPM_observed_frac_48h,242.69219970703125
wd_is_ENE,240.78799438476562
RAIN_w3_std,233.96179962158203
RAIN_observed_frac_24h,192.10659980773926
WSPM_lag3,178.02970123291016
WSPM_w3_std,137.44830322265625
rain_occurred_w3_mean,130.04909896850586
WSPM_observed_frac_24h,129.76709747314453
RAIN_lag12,116.72229766845703
RAIN_lag6,110.15029907226562
WSPM_lag2,87.80970191955566
TEMP_observed_frac_6h,79.24559783935547
PRES_observed_frac_48h,70.69940185546875
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_6h,0.0
RAIN_lag1,0.0
RAIN_lag2,0.0
RAIN_lag3,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w48_min,0.0
TEMP_observed_at_origin,0.0
WSPM_lag1,0.0
WSPM_lag6,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_at_origin,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_MISSING,0.0
