feature,gain
PM2.5_w3_max,6588.524814605713
DEWP_w6_min,6333.361892700195
station_is_Dingling,6300.718879699707
PM2.5_w24_max,6205.838130950928
WSPM_w48_mean,6141.250869750977
RAIN_w48_std,6045.191509246826
TEMP_w3_min,6026.209930419922
TEMP_w12_std,5980.555950164795
DEWP_lag12,5932.985900878906
target_month_cos,5910.765083312988
PRES_w24_max,5651.368988037109
origin_month_cos,5631.746288299561
TEMP_w6_std,5626.73551940918
RAIN_lag0,5605.746963500977
PM2.5_w24_std,5463.190368652344
PRES_lag0,5139.368015289307
WSPM_w12_mean,5079.36349105835
TEMP_lag3,4952.778774261475
wd_is_NNE,4821.66499710083
WSPM_w24_max,4516.363609313965
PM2.5_w6_mean,4459.540946960449
PRES_w48_mean,4256.652000427246
TEMP_lag0,4212.362934112549
wd_is_WSW,4199.968032836914
wd_is_N,4087.7552795410156
wd_is_NNW,4000.974655151367
WSPM_w48_std,3956.1693954467773
wd_is_WNW,3834.760208129883
RAIN_w3_mean,3825.669235229492
WSPM_w24_mean,3805.831497192383
RAIN_w48_mean,3744.4940872192383
wd_is_NE,3611.2785263061523
DEWP_w12_mean,3589.226791381836
TEMP_w6_max,3571.628028869629
TEMP_w3_max,3338.3021125793457
RAIN_w48_max,3274.275680541992
WSPM_w24_std,3253.0439109802246
WSPM_w48_min,3214.4914932250977
PRES_w6_max,3157.218505859375
DEWP_w6_mean,3151.397087097168
PRES_w3_max,3143.2564735412598
PM2.5_w6_max,3125.357410430908
DEWP_w12_max,2919.424087524414
RAIN_w24_mean,2872.671199798584
DEWP_w3_min,2758.9866676330566
TEMP_w6_mean,2754.7266006469727
PRES_w12_mean,2461.0072288513184
WSPM_w12_min,2245.510097503662
DEWP_w6_max,2142.826000213623
RAIN_w24_std,1944.8134307861328
PRES_w24_mean,1941.8400115966797
RAIN_w12_mean,1891.2702178955078
PM2.5_lag6,1687.1850051879883
PM2.5_lag1,1672.5734062194824
wd_is_W,1618.2773246765137
PRES_w3_min,1556.8329010009766
PRES_lag3,1477.0158882141113
PM2.5_w6_std,1467.3914070129395
DEWP_lag3,1435.1780090332031
station_is_Shunyi,1410.7269096374512
PM2.5_w12_std,1387.171802520752
PM2.5_w3_std,1284.2969818115234
PM2.5_observed_frac_48h,1284.2744026184082
PRES_lag2,1282.9893035888672
DEWP_lag6,1273.4279975891113
DEWP_w3_max,1261.8753089904785
TEMP_lag2,1180.5870971679688
TEMP_w3_mean,1176.561782836914
PM2.5_lag3,1160.490077972412
PRES_w6_mean,1088.8167915344238
station_is_Changping,1086.345588684082
RAIN_w24_max,1077.766502380371
PRES_w3_mean,1071.879997253418
wd_is_S,985.2620239257812
DEWP_lag2,981.5678024291992
WSPM_w6_min,953.4717025756836
PM2.5_observed_frac_24h,953.1166000366211
RAIN_w12_std,905.3165893554688
DEWP_w3_mean,851.6413040161133
rain_occurred_w12_mean,832.7424926757812
RAIN_w6_mean,752.4742889404297
PRES_lag1,631.3537063598633
TEMP_lag1,622.9990081787109
WSPM_w3_min,569.7930946350098
PM2.5_lag2,543.3362045288086
WSPM_lag47,516.2662887573242
station_is_Wanliu,495.8986053466797
WSPM_lag6,471.6613998413086
WSPM_w24_min,444.6824073791504
wd_is_SSE,429.73509979248047
wd_is_ENE,410.81299591064453
rain_occurred_at_origin,380.239990234375
station_is_Nongzhanguan,327.9893989562988
wd_is_ESE,310.6966018676758
RAIN_w3_max,291.69700622558594
DEWP_lag1,283.6511001586914
RAIN_w12_max,265.19100189208984
RAIN_w6_min,252.25969696044922
PM2.5_observed_at_origin,190.51420211791992
station_is_Gucheng,133.70600128173828
RAIN_w6_max,131.08900451660156
WSPM_lag12,129.093994140625
rain_occurred_w6_mean,110.43399810791016
RAIN_w6_std,110.41000366210938
PRES_observed_frac_48h,110.16799926757812
RAIN_lag12,101.05489730834961
WSPM_lag24,101.052001953125
station_is_Dongsi,100.74800109863281
station_is_Tiantan,92.44180297851562
PRES_observed_frac_24h,87.93350219726562
station_is_Wanshouxigong,79.04650115966797
RAIN_lag47,56.623199462890625
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
PM2.5_gap_age_at_origin,0.0
PM2.5_observed_frac_6h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_6h,0.0
RAIN_lag1,0.0
RAIN_lag2,0.0
RAIN_lag24,0.0
RAIN_lag3,0.0
RAIN_lag6,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_48h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w3_min,0.0
RAIN_w3_std,0.0
RAIN_w48_min,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_48h,0.0
TEMP_observed_frac_6h,0.0
WSPM_lag1,0.0
WSPM_lag2,0.0
WSPM_lag3,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_w3_mean,0.0
station_is_Aotizhongxin,0.0
station_is_Guanyuan,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_E,0.0
wd_is_MISSING,0.0
wd_is_SE,0.0
