feature,gain
PM2.5_lag0,3750914.522679329
PM2.5_lag1,37004.96492576599
DEWP_w3_std,34499.62516784668
DEWP_lag0,31770.20521402359
origin_hour_sin,15948.236234664917
DEWP_lag3,13957.282841205597
DEWP_w6_std,11850.424740314484
PM2.5_w3_std,11391.98031616211
TEMP_w3_std,11209.249959468842
PM2.5_w3_max,11201.163815498352
TEMP_w6_std,10716.760828018188
WSPM_w3_mean,10307.802681922913
DEWP_lag2,9745.557126045227
origin_hour_cos,9706.253721237183
origin_doy_sin,8999.67576265335
WSPM_lag0,8627.80273771286
PM2.5_w3_min,8534.23558473587
target_hour_sin,7994.400782585144
WSPM_w3_max,7598.240411758423
TEMP_lag12,7085.458264827728
TEMP_w12_std,6676.074670314789
TEMP_w24_std,6622.905704021454
TEMP_w48_std,6147.932886123657
PRES_w48_std,6103.769209384918
WSPM_lag1,5694.028066635132
DEWP_lag6,5604.095479011536
PRES_w6_std,5390.1575627326965
PRES_w12_std,5369.467426300049
PRES_w24_std,5175.482332706451
origin_doy_cos,4947.992117881775
PRES_lag47,4618.088684558868
PM2.5_lag12,4519.276051998138
DEWP_w48_std,4507.537282943726
DEWP_lag47,4247.195989608765
PM2.5_lag2,4235.276340007782
PM2.5_lag3,4033.1893005371094
PM2.5_w3_mean,4021.054063796997
TEMP_lag24,3979.175847053528
WSPM_w3_std,3963.307813644409
WSPM_w6_std,3951.1457204818726
PM2.5_w24_mean,3911.506124973297
target_hour_cos,3905.4575815200806
PM2.5_w12_min,3851.5738015174866
TEMP_lag47,3814.5494318008423
PM2.5_lag24,3813.1750955581665
PRES_w3_std,3722.333981990814
DEWP_lag1,3674.314544200897
PM2.5_lag47,3608.5148587226868
PM2.5_w6_mean,3526.034623146057
PM2.5_w6_std,3514.439775943756
DEWP_w24_std,3493.4944639205933
DEWP_w12_std,3404.986147880554
DEWP_w48_mean,3313.1829919815063
WSPM_w12_mean,3203.298218727112
TEMP_lag6,3180.836714744568
target_doy_sin,3171.599871635437
WSPM_lag6,3163.3244166374207
TEMP_lag0,3124.184937953949
PRES_lag24,2986.2707285881042
TEMP_lag3,2934.6143646240234
WSPM_w48_mean,2910.8686056137085
DEWP_lag24,2890.3204345703125
PM2.5_w12_std,2831.209391117096
PM2.5_w24_min,2765.105718612671
PM2.5_w48_mean,2700.6268520355225
PM2.5_observed_at_origin,2693.2733058929443
PM2.5_lag6,2625.0389761924744
PM2.5_w6_max,2610.4084339141846
PRES_lag12,2606.4883489608765
WSPM_w12_std,2480.394786834717
PM2.5_w24_std,2405.2897090911865
WSPM_w24_std,2395.5450010299683
PM2.5_w48_std,2384.9915294647217
WSPM_lag2,2375.82781124115
DEWP_w6_max,2272.8296661376953
DEWP_lag12,2239.5352869033813
DEWP_w48_min,2226.351263999939
WSPM_lag47,2210.554594039917
wd_is_SW,2209.9515924453735
TEMP_w12_min,2200.6416358947754
DEWP_w12_max,2192.9899730682373
TEMP_lag1,2103.694829940796
TEMP_w12_max,2101.929302215576
DEWP_w24_mean,2097.0161294937134
WSPM_w24_mean,2079.5157833099365
WSPM_lag3,2056.6318435668945
DEWP_w48_max,2046.4696283340454
PRES_lag0,2023.9076280593872
WSPM_w48_std,1988.3741536140442
WSPM_w6_mean,1946.184811592102
TEMP_w6_min,1902.6139879226685
TEMP_w48_min,1894.2060861587524
WSPM_lag24,1870.7096734046936
PM2.5_w6_min,1858.7154641151428
PM2.5_w48_max,1841.935061454773
TEMP_w48_max,1813.5900282859802
DEWP_w24_min,1807.9714040756226
WSPM_w3_min,1791.5614409446716
TEMP_w6_max,1771.1083660125732
TEMP_w24_max,1765.9296660423279
PRES_w48_min,1764.616491317749
DEWP_w6_min,1754.3691849708557
DEWP_w12_mean,1746.4794006347656
PM2.5_w12_mean,1740.9879417419434
RAIN_lag1,1740.2134761810303
wd_is_SSW,1726.8115892410278
PM2.5_w24_max,1720.4902510643005
TEMP_w48_mean,1697.141284942627
TEMP_lag2,1662.7740240097046
TEMP_w12_mean,1637.7595043182373
WSPM_lag12,1622.5294961929321
station_is_Dingling,1594.7198867797852
station_is_Huairou,1565.922131538391
WSPM_w12_max,1558.1530685424805
wd_is_WSW,1548.3335943222046
PM2.5_w12_max,1538.1044487953186
PRES_w24_min,1446.1867637634277
TEMP_w24_mean,1435.844985485077
PRES_w3_max,1403.4437217712402
TEMP_w3_max,1399.4693117141724
station_is_Dongsi,1384.7167558670044
PRES_w48_max,1382.794400215149
target_doy_cos,1365.5169200897217
wd_is_S,1350.9683585166931
TEMP_w6_mean,1338.7100610733032
TEMP_w24_min,1310.596495628357
TEMP_w3_min,1293.4621047973633
WSPM_w6_max,1242.3563570976257
DEWP_w24_max,1239.7935438156128
PRES_w24_max,1237.266662120819
WSPM_w48_max,1230.2856101989746
origin_month_sin,1223.2087020874023
PM2.5_w48_min,1221.234962463379
WSPM_w6_min,1211.9227619171143
DEWP_w3_min,1198.7175912857056
DEWP_w12_min,1103.279390335083
RAIN_w48_mean,1048.157479763031
PRES_lag6,1040.2519826889038
RAIN_w12_mean,1015.263072013855
wd_is_N,1002.1585111618042
PRES_w48_mean,998.7844667434692
PRES_w6_max,990.6479225158691
wd_is_NNE,963.2299718856812
DEWP_w6_mean,961.9481935501099
rain_occurred_w12_mean,950.340313911438
WSPM_w24_max,948.047860622406
PRES_lag3,915.1960954666138
PRES_w24_mean,884.3490390777588
PRES_lag1,861.4738440513611
station_is_Changping,858.2590990066528
PRES_lag2,825.3211908340454
RAIN_lag0,823.1792855262756
PRES_w12_min,793.582950592041
TEMP_w3_mean,790.3847093582153
WSPM_w12_min,789.7612724304199
wd_is_SSE,789.0870404243469
PRES_w3_min,759.0993385314941
RAIN_w48_std,754.0593366622925
PRES_w6_min,743.9338531494141
rain_occurred_w48_mean,734.7970962524414
DEWP_w3_max,720.0688962936401
wd_is_NE,691.8750991821289
RAIN_w6_mean,678.0354747772217
wd_is_NNW,668.9111986160278
rain_occurred_w24_mean,645.4415645599365
PRES_w3_mean,632.6601972579956
PRES_w12_max,627.9984245300293
PM2.5_observed_frac_6h,551.5904016494751
RAIN_w3_std,548.7845878601074
rain_occurred_w6_mean,548.4543991088867
DEWP_w3_mean,546.4053993225098
WSPM_w24_min,517.7124681472778
RAIN_lag47,515.4973993301392
wd_is_NW,507.9518299102783
RAIN_w48_max,492.5850419998169
WSPM_w48_min,478.48448610305786
PM2.5_observed_frac_24h,477.1230173110962
RAIN_w12_std,471.3467044830322
rain_occurred_w3_mean,466.5411067008972
RAIN_w3_mean,443.9760699272156
PRES_w12_mean,437.06493854522705
wd_is_SE,433.5087299346924
PRES_w6_mean,427.2346668243408
origin_month_cos,426.99159812927246
station_is_Shunyi,421.15270137786865
target_month_sin,410.28798484802246
wd_is_ENE,407.3501958847046
RAIN_w24_mean,396.3338871002197
RAIN_w6_std,382.7113780975342
station_is_Gucheng,361.3375015258789
target_month_cos,329.1924982070923
RAIN_w24_std,262.20221042633057
RAIN_lag24,259.3372049331665
station_is_Tiantan,255.85830116271973
wd_is_WNW,254.5896987915039
RAIN_lag2,240.38225078582764
PM2.5_observed_frac_48h,196.53839874267578
station_is_Guanyuan,193.12769889831543
station_is_Nongzhanguan,181.35769939422607
wd_is_ESE,179.05655241012573
RAIN_w3_max,173.38915729522705
RAIN_w3_min,154.20286989212036
RAIN_lag3,147.6466784477234
RAIN_w12_max,131.7740993499756
RAIN_w24_max,121.88220119476318
station_is_Wanshouxigong,106.7421007156372
wd_is_E,106.6653003692627
RAIN_lag12,106.17516136169434
RAIN_w6_min,98.14307975769043
PM2.5_gap_age_at_origin,92.89009952545166
station_is_Aotizhongxin,92.1780014038086
wd_is_W,89.79560089111328
RAIN_lag6,79.56240177154541
RAIN_observed_frac_24h,59.696598529815674
TEMP_observed_frac_48h,57.231201171875
RAIN_w12_min,39.15344047546387
RAIN_w6_max,24.863689422607422
station_is_Wanliu,22.350740432739258
rain_occurred_at_origin,21.642879486083984
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_24h,0.0
PRES_observed_frac_48h,0.0
PRES_observed_frac_6h,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_48h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w24_min,0.0
RAIN_w48_min,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_6h,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
wd_is_MISSING,0.0
