feature,gain
PM2.5_lag0,2839040.239807129
origin_hour_cos,87250.27596664429
DEWP_w3_std,85260.32278633118
origin_hour_sin,84334.85805892944
WSPM_lag0,65882.84350967407
origin_doy_sin,45258.10033035278
origin_doy_cos,43634.885078430176
target_doy_sin,39437.216400146484
TEMP_lag12,36145.621994018555
TEMP_w24_std,35189.36944961548
TEMP_w3_std,33689.482734680176
PM2.5_w12_min,32236.744304656982
PRES_w48_std,30232.526294708252
DEWP_lag0,29833.435373306274
WSPM_w3_mean,28783.205795288086
WSPM_w3_max,27870.26298904419
PM2.5_w24_mean,27689.51345062256
target_doy_cos,26491.475631713867
TEMP_w48_std,25564.736736297607
TEMP_w12_std,25155.92768096924
PM2.5_w3_max,21238.85266494751
DEWP_lag47,18968.2297706604
DEWP_w12_std,18627.586654663086
wd_is_SW,18254.707302093506
PRES_w12_std,16310.343898773193
DEWP_w6_std,15276.499412536621
DEWP_w48_mean,15170.166812896729
WSPM_w12_max,14993.564121246338
TEMP_w48_max,14722.043872833252
TEMP_w6_std,14423.740365982056
PRES_w24_std,13846.999408721924
DEWP_lag24,13326.649467468262
TEMP_lag24,13033.102382659912
TEMP_w48_mean,12479.756387710571
origin_month_sin,12202.811622619629
TEMP_lag47,11540.540367126465
PM2.5_lag12,11524.238109588623
WSPM_w6_mean,11162.850765228271
PM2.5_w3_mean,10947.534957885742
DEWP_w48_min,10470.714740753174
wd_is_NNE,10426.584720611572
DEWP_w24_std,10346.37928390503
wd_is_WSW,10334.541328430176
PRES_lag47,10288.907749176025
wd_is_NW,10238.19613647461
PM2.5_w24_min,9805.743015289307
wd_is_N,9703.60055923462
DEWP_lag6,9449.513412475586
TEMP_w24_mean,9428.98288345337
wd_is_NE,9404.838222503662
PRES_w6_std,9147.206386566162
DEWP_w48_max,9108.170013427734
TEMP_w24_max,8864.565013885498
WSPM_w12_mean,8790.74250793457
DEWP_w48_std,8725.450550079346
wd_is_SSW,8687.840404510498
PRES_lag6,8434.186752319336
PM2.5_w48_mean,8252.58578491211
PM2.5_w48_max,8222.03747177124
PM2.5_w48_std,8140.7917137146
RAIN_lag0,8125.593246459961
WSPM_w3_std,8026.019256591797
PM2.5_w12_mean,7957.61128616333
PRES_lag12,7946.3287925720215
wd_is_NNW,7909.763809204102
PM2.5_w3_std,7798.199508666992
station_is_Dingling,7784.821670532227
station_is_Huairou,7730.532054901123
PM2.5_lag47,7644.467803955078
DEWP_w24_min,7597.121597290039
PRES_lag24,7545.0903244018555
wd_is_WNW,7454.067138671875
TEMP_w24_min,7164.669734954834
target_month_sin,7060.739940643311
PRES_w48_min,6811.652671813965
PRES_lag0,6751.302303314209
TEMP_w48_min,6597.67395401001
WSPM_w12_std,6551.127294540405
PM2.5_lag24,6280.639446258545
TEMP_w12_min,6211.591667175293
DEWP_lag3,5747.426902770996
PRES_w3_std,5618.013717651367
PM2.5_w3_min,5589.9208908081055
PRES_w24_min,5542.0861167907715
WSPM_w6_std,5332.8823890686035
WSPM_w48_mean,5306.600994110107
PRES_w48_max,5171.273204803467
rain_occurred_w24_mean,5102.24142074585
TEMP_w12_max,4983.632682800293
TEMP_w12_mean,4921.253707885742
PM2.5_w6_mean,4851.7421226501465
wd_is_S,4787.6381187438965
TEMP_lag0,4702.4575119018555
TEMP_lag3,4667.056804656982
TEMP_w3_max,4652.67236328125
PM2.5_w48_min,4536.680610656738
DEWP_lag12,4497.556114196777
TEMP_lag6,4471.016883850098
TEMP_w3_min,4325.761081695557
PM2.5_w6_min,4235.342250823975
RAIN_w12_mean,4213.389305114746
WSPM_w6_max,4147.276393890381
TEMP_w6_max,4075.3965950012207
WSPM_lag6,3873.4934043884277
PRES_w48_mean,3719.397529602051
DEWP_w24_max,3683.428005218506
RAIN_w48_mean,3584.8677406311035
TEMP_w6_min,3462.4190940856934
PM2.5_w12_max,3208.8656120300293
target_month_cos,3171.497989654541
WSPM_w24_max,3133.640205383301
DEWP_w24_mean,3108.7682037353516
PM2.5_w24_max,3105.505397796631
PRES_w24_mean,2909.3306884765625
PM2.5_w6_std,2895.3743991851807
origin_month_cos,2855.143901824951
TEMP_lag2,2830.3068199157715
WSPM_w3_min,2793.761594772339
TEMP_w6_mean,2682.166763305664
PRES_w12_max,2629.7794036865234
station_is_Changping,2604.705497741699
RAIN_w48_std,2553.0356674194336
station_is_Gucheng,2543.947006225586
WSPM_w24_mean,2487.3901977539062
PM2.5_lag1,2341.0735969543457
PM2.5_w12_std,2320.920909881592
DEWP_w12_max,2219.8905067443848
WSPM_lag24,2200.445098876953
wd_is_SSE,2197.510591506958
PM2.5_w24_std,2158.3204956054688
WSPM_w48_max,2109.0653800964355
DEWP_w6_min,2003.7569007873535
PRES_w3_max,2001.9111061096191
WSPM_w24_std,1935.6713066101074
PRES_w12_mean,1891.1364936828613
PM2.5_w6_max,1861.237216949463
DEWP_w12_mean,1823.6053047180176
RAIN_w6_mean,1802.933708190918
PM2.5_lag3,1724.6350059509277
TEMP_lag1,1668.7503929138184
station_is_Shunyi,1652.2607879638672
PM2.5_lag6,1624.435214996338
PRES_w24_max,1584.7592086791992
DEWP_lag2,1567.936695098877
DEWP_w12_min,1546.0683860778809
WSPM_w48_std,1537.8927059173584
wd_is_ENE,1508.011100769043
PRES_w12_min,1507.2873992919922
rain_occurred_w12_mean,1473.8982124328613
PRES_lag3,1444.8558082580566
PRES_lag2,1444.68998336792
WSPM_lag47,1402.1666145324707
PRES_w6_min,1388.6735076904297
rain_occurred_w48_mean,1365.2898063659668
RAIN_w6_std,1348.7911834716797
RAIN_w48_max,1334.4393997192383
DEWP_w6_max,1310.0440216064453
TEMP_w3_mean,1236.1714935302734
PRES_w3_mean,1203.5144958496094
station_is_Nongzhanguan,1013.0674018859863
PRES_w3_min,973.5869941711426
RAIN_w3_std,924.4645843505859
RAIN_w3_mean,809.0781860351562
rain_occurred_w3_mean,803.6090087890625
WSPM_w12_min,781.8949966430664
PM2.5_observed_frac_6h,772.5022983551025
DEWP_w6_mean,760.2441940307617
RAIN_w3_min,753.6649856567383
RAIN_w24_std,709.7420959472656
RAIN_w24_mean,694.8508987426758
RAIN_w6_max,693.2549896240234
PM2.5_observed_frac_48h,566.7307014465332
WSPM_w6_min,558.5786094665527
station_is_Tiantan,524.6347923278809
RAIN_w3_max,513.6450042724609
PM2.5_lag2,481.88098907470703
DEWP_w3_max,454.4752960205078
PRES_lag1,447.67940521240234
DEWP_w3_mean,442.82380294799805
RAIN_w6_min,423.9720973968506
PRES_w6_max,417.3572006225586
wd_is_SE,408.0531005859375
PRES_w6_mean,407.53880310058594
TEMP_observed_frac_24h,363.6471977233887
DEWP_w3_min,356.727596282959
WSPM_w24_min,342.7491989135742
wd_is_W,255.72999572753906
rain_occurred_w6_mean,255.63229370117188
station_is_Wanliu,242.1177978515625
RAIN_lag6,224.38899993896484
RAIN_lag24,224.00399780273438
RAIN_lag12,210.79500579833984
station_is_Aotizhongxin,202.11080169677734
WSPM_lag12,201.53529739379883
RAIN_w12_std,190.72940063476562
RAIN_lag47,173.2032012939453
wd_is_ESE,158.57000732421875
RAIN_w12_max,139.35390090942383
station_is_Dongsi,136.05810546875
DEWP_lag1,119.45700073242188
station_is_Wanshouxigong,102.01100158691406
WSPM_lag1,93.77230072021484
RAIN_w24_max,74.431396484375
station_is_Guanyuan,73.44940185546875
WSPM_w48_min,57.71149826049805
wd_is_E,51.272098541259766
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
PM2.5_gap_age_at_origin,0.0
PM2.5_observed_at_origin,0.0
PM2.5_observed_frac_24h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_24h,0.0
PRES_observed_frac_48h,0.0
PRES_observed_frac_6h,0.0
RAIN_lag1,0.0
RAIN_lag2,0.0
RAIN_lag3,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_48h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w48_min,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_48h,0.0
TEMP_observed_frac_6h,0.0
WSPM_lag2,0.0
WSPM_lag3,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_at_origin,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_MISSING,0.0
