feature,gain
target_month_sin,6090.744003295898
CO_w24_max,5890.290252685547
DEWP_lag0,5745.703582763672
TEMP_lag47,5738.473724365234
NO2_w24_min,5604.881252288818
SO2_w24_max,5575.642692565918
PRES_w48_mean,5509.4841232299805
DEWP_w12_mean,5385.570877075195
CO_lag47,5363.99796295166
PM10_w48_max,5358.721160888672
SO2_w24_std,5349.419887542725
CO_w48_std,5346.825248718262
DEWP_w6_min,5306.80509185791
PRES_w3_max,5286.123741149902
TEMP_w6_max,5218.682144165039
O3_w48_std,5218.636684417725
O3_w48_max,5218.043228149414
DEWP_w6_std,5183.196403503418
RAIN_w48_std,5178.725109100342
PM10_w24_std,5102.3665771484375
O3_w48_min,5048.694095611572
PRES_w6_max,4836.119728088379
rain_occurred_w12_mean,4817.0461349487305
WSPM_w12_max,4629.3956298828125
SO2_w24_mean,4618.653953552246
NO2_w3_min,4595.344871520996
NO2_w12_max,4521.956977844238
rain_occurred_w24_mean,4515.231189727783
PRES_w6_std,4452.559455871582
WSPM_w24_std,4439.0429763793945
WSPM_w48_std,4301.554893493652
DEWP_w3_std,4281.95552444458
PRES_w24_mean,4214.744171142578
DEWP_w3_min,4205.397171020508
O3_lag47,4128.869110107422
PM10_observed_frac_48h,4092.466033935547
PM10_lag24,4067.0587844848633
O3_w12_mean,4033.231071472168
PM2.5_w3_max,3996.7408447265625
WSPM_w6_std,3874.730987548828
SO2_w12_min,3820.7721939086914
TEMP_lag24,3805.1716651916504
origin_hour_sin,3777.0871963500977
SO2_w12_max,3764.3431549072266
TEMP_lag6,3665.430595397949
NO2_w24_max,3627.849136352539
RAIN_w12_mean,3605.846122741699
NO2_lag47,3583.0252838134766
PRES_w3_mean,3578.122215270996
NO2_w48_mean,3570.143714904785
NO2_w48_min,3560.2956314086914
CO_w12_mean,3478.879035949707
RAIN_w48_max,3473.781021118164
CO_w24_std,3463.263153076172
PM10_w12_max,3278.232864379883
DEWP_w6_max,3241.0163040161133
CO_w24_min,3165.106300354004
TEMP_w12_mean,3142.9146118164062
PM2.5_w3_mean,3123.576042175293
PRES_w12_mean,3107.619800567627
PM10_w24_mean,3018.466926574707
TEMP_lag12,2983.077102661133
SO2_lag47,2981.899574279785
WSPM_w24_mean,2946.658588409424
O3_w3_max,2890.6235885620117
O3_w24_min,2847.605194091797
PRES_lag12,2847.1226921081543
NO2_w12_min,2748.633499145508
PM2.5_lag12,2705.7469062805176
RAIN_w24_std,2666.0048637390137
PM10_w12_min,2665.962013244629
RAIN_w24_mean,2644.631507873535
CO_w48_max,2611.8292083740234
PM2.5_w12_max,2611.759693145752
NO2_w48_std,2469.143867492676
CO_w48_min,2460.6496086120605
NO2_w24_std,2457.465606689453
WSPM_w24_min,2428.8389053344727
SO2_w6_std,2358.210006713867
PM2.5_w6_max,2355.197498321533
WSPM_w12_mean,2344.8472900390625
O3_lag24,2334.3408012390137
DEWP_w6_mean,2259.5431747436523
NO2_lag0,2150.5339965820312
CO_w12_min,2141.928695678711
NO2_w6_max,2062.1541442871094
SO2_w6_min,2014.8631057739258
PM10_lag47,1925.9507751464844
wd_is_SW,1925.6366729736328
TEMP_w6_min,1924.3866653442383
TEMP_w3_max,1895.1044158935547
PRES_w6_mean,1887.9840087890625
PM10_w12_mean,1883.0050811767578
CO_observed_frac_48h,1879.5546836853027
PRES_lag2,1847.0855751037598
WSPM_w6_max,1823.1060180664062
NO2_w48_max,1808.6937103271484
PM10_w6_mean,1803.2530097961426
CO_w12_max,1795.252098083496
DEWP_lag6,1764.6334075927734
WSPM_w6_mean,1739.5745010375977
SO2_w6_max,1699.7958869934082
DEWP_w3_max,1694.638084411621
O3_w6_max,1684.9450073242188
SO2_lag6,1658.7522926330566
PM10_w6_min,1553.559585571289
SO2_lag24,1540.4169921875
PM2.5_w12_mean,1518.0960998535156
TEMP_observed_frac_48h,1506.5503005981445
TEMP_w6_std,1506.1111869812012
NO2_w24_mean,1500.41459274292
PM2.5_w6_min,1474.9895935058594
PM10_w6_max,1437.3343963623047
CO_lag24,1434.919189453125
station_is_Shunyi,1414.8761100769043
PM2.5_w12_std,1391.4762878417969
RAIN_w24_max,1317.055892944336
RAIN_lag24,1315.0777015686035
O3_w12_std,1283.6456985473633
SO2_w6_mean,1255.036994934082
RAIN_w12_max,1235.7236099243164
NO2_w12_mean,1178.1719055175781
wd_is_SSW,1120.043300628662
SO2_w3_min,1115.0438041687012
O3_observed_frac_48h,1087.4221954345703
WSPM_w12_std,1067.373607635498
SO2_lag3,1034.9650115966797
PRES_lag3,1027.1669845581055
PRES_observed_frac_48h,1018.5949859619141
O3_w6_std,978.4659957885742
WSPM_w48_min,924.2609100341797
PM2.5_lag6,907.8029022216797
station_is_Dingling,786.9185981750488
TEMP_w3_min,764.3999938964844
station_is_Wanshouxigong,755.4725914001465
DEWP_w3_mean,754.8044891357422
PRES_lag6,742.1952209472656
O3_lag12,731.731990814209
TEMP_w6_mean,727.3171997070312
station_is_Gucheng,707.6649017333984
TEMP_lag3,655.4900054931641
WSPM_w12_min,649.3753967285156
rain_occurred_at_origin,637.3059997558594
O3_observed_frac_24h,602.7111015319824
O3_w6_min,600.5760116577148
NO2_lag24,588.2830047607422
SO2_w12_std,584.8985824584961
O3_w6_mean,581.4949951171875
wd_is_S,567.8213958740234
WSPM_lag24,565.8535957336426
O3_w12_min,554.3501968383789
station_is_Huairou,539.6881103515625
PM10_w12_std,534.2652015686035
CO_observed_frac_24h,528.3920974731445
PM2.5_w6_mean,479.09310150146484
PM2.5_lag3,470.4303970336914
wd_is_NW,467.4314994812012
PM2.5_observed_frac_24h,450.2359924316406
SO2_w3_max,445.842098236084
WSPM_lag47,442.88600158691406
PM10_w3_mean,432.61080169677734
RAIN_w3_std,396.31099700927734
NO2_w6_mean,395.93900299072266
RAIN_w12_std,386.6275100708008
NO2_w6_min,385.1990051269531
PM2.5_observed_frac_48h,383.67710876464844
CO_w6_mean,360.53369903564453
PM10_observed_frac_24h,348.5459899902344
PRES_lag1,344.06400299072266
O3_lag6,328.52569580078125
NO2_w12_std,301.26960372924805
NO2_lag6,298.3603973388672
NO2_observed_frac_48h,285.2332000732422
PM10_w6_std,276.30059814453125
wd_is_SSE,268.72039794921875
DEWP_lag3,265.5580139160156
WSPM_observed_frac_48h,253.65570068359375
CO_lag12,250.03499603271484
TEMP_w3_mean,226.1490020751953
TEMP_lag2,212.906494140625
wd_is_NNW,205.0525016784668
NO2_w3_mean,197.58999633789062
CO_w3_max,197.58570098876953
RAIN_observed_frac_48h,189.57329559326172
CO_lag6,183.64020538330078
SO2_lag12,180.77130126953125
SO2_observed_frac_24h,180.1249008178711
NO2_observed_frac_24h,178.44960403442383
CO_w3_min,170.76890563964844
NO2_w3_max,168.8113021850586
CO_w12_std,149.49800491333008
TEMP_lag1,142.3275032043457
RAIN_lag47,136.6739959716797
DEWP_lag2,127.59300231933594
O3_w3_min,123.11190032958984
TEMP_w3_std,115.85160064697266
WSPM_w6_min,110.16100311279297
DEWP_lag1,104.54000091552734
NO2_lag12,103.41200256347656
O3_lag1,91.3416976928711
PM10_w3_max,89.58039855957031
CO_lag2,87.6261978149414
PM2.5_lag1,85.05249786376953
PM10_lag12,83.53199768066406
CO_w3_mean,82.470703125
PM2.5_w6_std,78.40409851074219
RAIN_w6_mean,76.6094970703125
SO2_observed_frac_48h,67.11820220947266
WSPM_w3_min,59.94459915161133
RAIN_w12_min,51.60430145263672
SO2_lag0,48.799800872802734
wd_is_NNE,47.586299896240234
CO_gap_age_at_origin,0.0
CO_lag1,0.0
CO_lag3,0.0
CO_observed_at_origin,0.0
CO_observed_frac_6h,0.0
CO_w3_std,0.0
CO_w6_max,0.0
CO_w6_min,0.0
CO_w6_std,0.0
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
NO2_gap_age_at_origin,0.0
NO2_lag1,0.0
NO2_lag2,0.0
NO2_lag3,0.0
NO2_observed_at_origin,0.0
NO2_observed_frac_6h,0.0
NO2_w3_std,0.0
NO2_w6_std,0.0
O3_gap_age_at_origin,0.0
O3_lag2,0.0
O3_lag3,0.0
O3_observed_at_origin,0.0
O3_observed_frac_6h,0.0
O3_w3_mean,0.0
O3_w3_std,0.0
PM10_gap_age_at_origin,0.0
PM10_lag1,0.0
PM10_lag2,0.0
PM10_lag3,0.0
PM10_lag6,0.0
PM10_observed_at_origin,0.0
PM10_observed_frac_6h,0.0
PM10_w3_std,0.0
PM2.5_gap_age_at_origin,0.0
PM2.5_lag2,0.0
PM2.5_observed_at_origin,0.0
PM2.5_observed_frac_6h,0.0
PM2.5_w3_std,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_24h,0.0
PRES_observed_frac_6h,0.0
RAIN_lag0,0.0
RAIN_lag1,0.0
RAIN_lag12,0.0
RAIN_lag2,0.0
RAIN_lag3,0.0
RAIN_lag6,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w24_min,0.0
RAIN_w3_max,0.0
RAIN_w3_mean,0.0
RAIN_w3_min,0.0
RAIN_w48_min,0.0
RAIN_w6_max,0.0
RAIN_w6_min,0.0
RAIN_w6_std,0.0
SO2_gap_age_at_origin,0.0
SO2_lag1,0.0
SO2_lag2,0.0
SO2_observed_at_origin,0.0
SO2_observed_frac_6h,0.0
SO2_w3_mean,0.0
SO2_w3_std,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_6h,0.0
WSPM_lag1,0.0
WSPM_lag12,0.0
WSPM_lag2,0.0
WSPM_lag3,0.0
WSPM_lag6,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_6h,0.0
WSPM_w3_std,0.0
rain_occurred_w3_mean,0.0
rain_occurred_w6_mean,0.0
station_is_Aotizhongxin,0.0
station_is_Changping,0.0
station_is_Dongsi,0.0
station_is_Guanyuan,0.0
station_is_Nongzhanguan,0.0
station_is_Tiantan,0.0
station_is_Wanliu,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_E,0.0
wd_is_ENE,0.0
wd_is_ESE,0.0
wd_is_MISSING,0.0
wd_is_N,0.0
wd_is_NE,0.0
wd_is_SE,0.0
wd_is_W,0.0
wd_is_WNW,0.0
wd_is_WSW,0.0
