model,architecture,regime,parameter_count,config_file,config_sha256,weight_file,weight_sha256,weight_bytes,prediction_file,prediction_sha256,inference_seconds,predictions_per_second
iTransformer_R1,iTransformer,R1,109121,results/models/itransformer/iTransformer_R1_config.json,6f2f2f4b5c1aa4e11d1c456cd812fc0311c88e527367e8e8f0602679f8f3a560,results/models/itransformer/iTransformer_R1.safetensors,5df7268ffe3864369b4fadcf3ce06bd33506a10a98941777521277917276766f,439300,results/validation/predictions/iTransformer_R1_validation.npy,e8e242c9292a6a15324c7be377c65317605741a9d6cb9b99894018a62d8c1dbd,14.9,27782.9
iTransformer_R2,iTransformer,R2,109121,results/models/itransformer/iTransformer_R2_config.json,3362e510dae046eeb7e894a96caf6681c21fe4c34cb0d24381547404ef99c78b,results/models/itransformer/iTransformer_R2.safetensors,6cf4be20922a38ee4d8eef258537ec40621b772bb79e2ba5fde3c3ccbc56922d,439300,results/validation/predictions/iTransformer_R2_validation.npy,1f5be14bd6b15663f5fa308f1951076948820d8490b9f3d1fe718750c7c0d3ba,22.7,18169.8
