station,event_id,model,horizon_hours,severe_hours,event_MAE,event_mean_residual,prediction_at_peak,residual_at_peak,abs_error_at_peak,underpredicted_peak,predicted_severe_at_first_severe_hour,predicted_severe_hours
Dingling,24,GRU_R1,24,4,160.387571,160.387571,127.652344,179.347656,179.347656,true,false,0
Dingling,24,B0,1,4,43.5,14.5,278.0,29.0,29.0,true,false,3
Dingling,24,B0,6,4,47.5,-30.5,359.0,-52.0,52.0,false,true,3
Dingling,24,B0,12,4,90.5,-46.0,241.0,66.0,66.0,true,true,3
Dingling,24,B0,24,4,176.25,176.25,116.0,191.0,191.0,true,false,0
Dingling,25,B3_R2,1,2,23.55938,13.274864,237.165756,36.834244,36.834244,true,false,1
Dingling,25,B3_R2,6,2,117.539162,117.539162,153.73233,120.26767,120.26767,true,false,0
Dingling,25,B3_R2,12,2,185.690468,185.690468,104.154495,169.845505,169.845505,true,false,0
Dingling,25,B3_R2,24,2,203.970736,203.970736,72.527229,201.472771,201.472771,true,false,0
Dingling,25,GRU_R1,1,2,41.38755,41.38755,206.082687,67.917313,67.917313,true,false,1
Dingling,25,GRU_R1,6,2,118.007004,118.007004,154.470612,119.529388,119.529388,true,false,0
Dingling,25,GRU_R1,12,2,126.852348,126.852348,147.001785,126.998215,126.998215,true,false,0
Dingling,25,GRU_R1,24,2,108.85582,108.85582,163.324554,110.675446,110.675446,true,false,0
Dingling,25,B0,1,2,20.0,14.0,240.0,34.0,34.0,true,false,1
Dingling,25,B0,6,2,104.0,104.0,173.0,101.0,101.0,true,false,0
Dingling,25,B0,12,2,72.5,72.5,205.0,69.0,69.0,true,false,0
Dingling,25,B0,24,2,84.5,84.5,191.0,83.0,83.0,true,false,0
Dingling,26,B3_R2,1,3,17.580119,16.132548,285.171356,-2.171356,2.171356,false,false,2
Dingling,26,B3_R2,6,3,92.674444,92.674444,186.202484,96.797516,96.797516,true,false,0
Dingling,26,B3_R2,12,3,149.416245,149.416245,120.172302,162.827698,162.827698,true,false,0
Dingling,26,B3_R2,24,3,117.652369,117.652369,126.062531,156.937469,156.937469,true,false,0
Dingling,26,GRU_R1,1,3,44.852915,44.852915,252.891876,30.108124,30.108124,true,false,1
Dingling,26,GRU_R1,6,3,130.771164,130.771164,147.846893,135.153107,135.153107,true,false,0
Dingling,26,GRU_R1,12,3,115.0528,115.0528,146.019485,136.980515,136.980515,true,false,0
Dingling,26,GRU_R1,24,3,133.741328,133.741328,143.699829,139.300171,139.300171,true,false,0
Dingling,26,B0,1,3,18.333333,18.333333,278.0,5.0,5.0,true,false,2
Dingling,26,B0,6,3,57.0,57.0,215.0,68.0,68.0,true,false,0
Dingling,26,B0,12,3,61.666667,61.666667,206.0,77.0,77.0,true,false,0
Dingling,26,B0,24,3,123.666667,123.666667,149.0,134.0,134.0,true,false,0
Dingling,27,B3_R2,1,5,48.274945,26.183673,241.838882,70.161118,70.161118,true,false,3
Dingling,27,B3_R2,6,5,188.95356,188.95356,81.939598,230.060402,230.060402,true,false,0
Dingling,27,B3_R2,12,5,199.862267,199.862267,67.475479,244.524521,244.524521,true,false,0
Dingling,27,B3_R2,24,5,228.016691,228.016691,49.747704,262.252296,262.252296,true,false,0
Dingling,27,GRU_R1,1,5,59.830011,58.683771,207.917328,104.082672,104.082672,true,false,1
Dingling,27,GRU_R1,6,5,175.207114,175.207114,93.16214,218.83786,218.83786,true,false,0
Dingling,27,GRU_R1,12,5,199.528342,199.528342,72.406631,239.593369,239.593369,true,false,0
Dingling,27,GRU_R1,24,5,245.255072,245.255072,29.119967,282.880033,282.880033,true,false,0
Dingling,27,B0,1,5,48.2,18.2,246.0,66.0,66.0,true,false,4
Dingling,27,B0,6,5,181.6,181.6,82.0,230.0,230.0,true,false,0
Dingling,27,B0,12,5,221.2,221.2,45.0,267.0,267.0,true,false,0
Dingling,27,B0,24,5,267.6,267.6,8.0,304.0,304.0,true,false,0
Dingling,28,B3_R2,1,4,22.285957,8.34005,264.799133,23.200867,23.200867,true,false,3
Dingling,28,B3_R2,6,4,61.879059,61.879059,207.404175,80.595825,80.595825,true,false,0
Dingling,28,B3_R2,12,4,168.116838,168.116838,99.292877,188.707123,188.707123,true,false,0
Dingling,28,B3_R2,24,4,186.594698,186.594698,73.188126,214.811874,214.811874,true,false,0
Dingling,28,GRU_R1,1,4,49.84193,49.84193,222.484589,65.515411,65.515411,true,false,0
Dingling,28,GRU_R1,6,4,51.504349,51.504349,205.234222,82.765778,82.765778,true,false,0
Dingling,28,GRU_R1,12,4,172.797808,172.797808,87.316063,200.683937,200.683937,true,false,0
Dingling,28,GRU_R1,24,4,188.28656,188.28656,73.550369,214.449631,214.449631,true,false,0
Dingling,28,B0,1,4,21.5,3.0,265.0,23.0,23.0,true,false,3
Dingling,28,B0,6,4,27.25,-18.25,276.0,12.0,12.0,true,true,4
Dingling,28,B0,12,4,178.0,178.0,83.0,205.0,205.0,true,false,0
Dingling,28,B0,24,4,235.75,235.75,21.0,267.0,267.0,true,false,0
Dingling,29,B3_R2,1,5,19.235333,8.482159,269.109558,9.890442,9.890442,true,false,4
Dingling,29,B3_R2,6,5,99.619385,99.619385,164.458588,114.541412,114.541412,true,false,0
Dingling,29,B3_R2,12,5,146.161397,146.161397,121.844124,157.155876,157.155876,true,false,0
Dingling,29,B3_R2,24,5,178.90042,178.90042,90.03286,188.96714,188.96714,true,false,0
Dingling,29,GRU_R1,1,5,35.436798,28.55827,264.723328,14.276672,14.276672,true,false,2
Dingling,29,GRU_R1,6,5,97.798792,97.798792,171.290466,107.709534,107.709534,true,false,0
Dingling,29,GRU_R1,12,5,137.857602,137.857602,135.155121,143.844879,143.844879,true,false,0
Dingling,29,GRU_R1,24,5,147.266418,147.266418,107.580612,171.419388,171.419388,true,false,0
Dingling,29,B0,1,5,19.2,5.2,270.0,9.0,9.0,true,false,4
Dingling,29,B0,6,5,50.8,50.8,219.0,60.0,60.0,true,false,0
Dingling,29,B0,12,5,86.2,86.2,203.0,76.0,76.0,true,false,0
Dingling,29,B0,24,5,144.8,144.8,112.0,167.0,167.0,true,false,0
Dingling,30,B3_R2,1,2,22.369324,16.936707,276.432617,-5.432617,5.432617,false,false,1
Dingling,30,B3_R2,6,2,43.553078,43.553078,228.440262,42.559738,42.559738,true,false,0
Dingling,30,B3_R2,12,2,67.543137,67.543137,213.849869,57.150131,57.150131,true,false,0
Dingling,30,B3_R2,24,2,44.492805,44.492805,222.512131,48.487869,48.487869,true,false,0
Dingling,30,GRU_R1,1,2,25.428467,9.72821,286.700256,-15.700256,15.700256,false,false,1
Dingling,30,GRU_R1,6,2,74.756668,74.756668,188.618988,82.381012,82.381012,true,false,0
Dingling,30,GRU_R1,12,2,79.426933,79.426933,203.282669,67.717331,67.717331,true,false,0
Dingling,30,GRU_R1,24,2,98.545006,98.545006,174.631454,96.368546,96.368546,true,false,0
Dingling,30,B0,1,2,23.0,23.0,270.0,1.0,1.0,true,false,1
Dingling,30,B0,6,2,57.0,57.0,213.0,58.0,58.0,true,false,0
Dingling,30,B0,12,2,39.0,39.0,243.0,28.0,28.0,true,false,0
Dingling,30,B0,24,2,107.0,107.0,167.0,104.0,104.0,true,false,0
Dingling,31,B3_R2,1,10,7.703217,-0.634436,272.937561,-4.937561,4.937561,false,true,10
Dingling,31,B3_R2,6,10,12.964291,1.616669,273.598969,-5.598969,5.598969,false,false,6
Dingling,31,B3_R2,12,10,24.761333,-7.668898,296.4375,-28.4375,28.4375,false,true,7
Dingling,31,B3_R2,24,10,50.554968,50.554968,204.522507,63.477493,63.477493,true,false,0
Dingling,31,GRU_R1,1,10,22.295348,19.095787,253.550568,14.449432,14.449432,true,true,2
Dingling,31,GRU_R1,6,10,28.114854,28.090822,236.504868,31.495132,31.495132,true,false,2
Dingling,31,GRU_R1,12,10,37.04855,33.62037,272.099457,-4.099457,4.099457,false,false,2
Dingling,31,GRU_R1,24,10,64.961288,64.961288,189.353546,78.646454,78.646454,true,false,0
Dingling,31,B0,1,10,7.7,0.3,267.0,1.0,1.0,true,false,9
Dingling,31,B0,6,10,25.8,18.8,236.0,32.0,32.0,true,false,4
Dingling,31,B0,12,10,33.9,29.5,270.0,-2.0,2.0,false,false,2
Dingling,31,B0,24,10,36.7,36.7,220.0,48.0,48.0,true,false,0
Dongsi,1,B3_R2,1,3,8.959808,6.537079,255.054718,8.945282,8.945282,true,false,2
Dongsi,1,B3_R2,6,3,115.06813,115.06813,139.889114,124.110886,124.110886,true,false,0
Dongsi,1,B3_R2,12,3,130.414714,130.414714,128.155014,135.844986,135.844986,true,false,0
Dongsi,1,B3_R2,24,3,132.56958,132.56958,129.035263,134.964737,134.964737,true,false,0
Dongsi,1,GRU_R1,1,3,16.358373,16.358373,250.798462,13.201538,13.201538,true,false,2
Dongsi,1,GRU_R1,6,3,100.037806,100.037806,161.34021,102.65979,102.65979,true,false,0
Dongsi,1,GRU_R1,12,3,121.267985,121.267985,140.259033,123.740967,123.740967,true,false,0
Dongsi,1,GRU_R1,24,3,61.864014,61.864014,199.456467,64.543533,64.543533,true,false,0
Dongsi,1,B0,1,3,12.333333,7.666667,255.0,9.0,9.0,true,false,2
Dongsi,1,B0,6,3,110.333333,110.333333,150.0,114.0,114.0,true,false,0
Dongsi,1,B0,12,3,152.666667,152.666667,109.0,155.0,155.0,true,false,0
Dongsi,1,B0,24,3,46.333333,46.333333,215.0,49.0,49.0,true,false,0
Dongsi,2,B3_R2,1,37,14.351348,4.212399,388.27594,11.72406,11.72406,true,false,36
Dongsi,2,B3_R2,6,37,50.005509,48.351661,313.970306,86.029694,86.029694,true,false,31
Dongsi,2,B3_R2,12,37,127.423471,127.423471,261.532257,138.467743,138.467743,true,false,7
Dongsi,2,B3_R2,24,37,214.15881,214.15881,113.931847,286.068153,286.068153,true,false,0
Dongsi,2,GRU_R1,1,37,32.719308,32.400605,335.016357,64.983643,64.983643,true,false,35
Dongsi,2,GRU_R1,6,37,55.907759,54.564251,300.008789,99.991211,99.991211,true,false,30
Dongsi,2,GRU_R1,12,37,84.475338,84.475338,274.659973,125.340027,125.340027,true,false,24
Dongsi,2,GRU_R1,24,37,120.045497,120.045497,147.147827,252.852173,252.852173,true,false,11
Dongsi,2,B0,1,37,16.324324,1.945946,395.0,5.0,5.0,true,false,36
Dongsi,2,B0,6,37,44.756757,11.621622,338.0,62.0,62.0,true,false,34
Dongsi,2,B0,12,37,71.459459,40.756757,314.0,86.0,86.0,true,false,28
Dongsi,2,B0,24,37,114.27027,100.162162,136.0,264.0,264.0,true,false,16
Dongsi,3,B3_R2,1,2,11.603416,11.603416,233.160675,19.839325,19.839325,true,false,1
Dongsi,3,B3_R2,6,2,69.233849,69.233849,184.808838,68.191162,68.191162,true,false,0
Dongsi,3,B3_R2,12,2,94.90023,94.90023,166.099777,86.900223,86.900223,true,false,0
Dongsi,3,B3_R2,24,2,116.520805,116.520805,130.881821,122.118179,122.118179,true,false,0
Dongsi,3,GRU_R1,1,2,16.399208,16.399208,230.245514,22.754486,22.754486,true,false,0
Dongsi,3,GRU_R1,6,2,39.361961,39.361961,206.230469,46.769531,46.769531,true,false,0
Dongsi,3,GRU_R1,12,2,71.536598,71.536598,185.41098,67.58902,67.58902,true,false,0
Dongsi,3,GRU_R1,24,2,125.440056,125.440056,119.939102,133.060898,133.060898,true,false,0
Dongsi,3,B0,1,2,13.5,10.5,229.0,24.0,24.0,true,false,1
Dongsi,3,B0,6,2,59.0,59.0,182.0,71.0,71.0,true,false,0
Dongsi,3,B0,12,2,102.5,102.5,149.0,104.0,104.0,true,false,0
Dongsi,3,B0,24,2,127.5,127.5,118.0,135.0,135.0,true,false,0
Dongsi,4,B3_R2,1,15,18.166161,-1.737912,331.465576,1.534424,1.534424,true,true,15
Dongsi,4,B3_R2,6,15,53.469838,45.353408,232.671173,100.328827,100.328827,true,false,7
Dongsi,4,B3_R2,12,15,92.909282,92.909282,185.256073,147.743927,147.743927,true,false,0
Dongsi,4,B3_R2,24,15,158.605756,158.605756,122.866249,210.133751,210.133751,true,false,0
Dongsi,4,GRU_R1,1,15,17.674575,8.694476,319.111328,13.888672,13.888672,true,false,14
Dongsi,4,GRU_R1,6,15,42.663751,34.212238,247.530319,85.469681,85.469681,true,false,8
Dongsi,4,GRU_R1,12,15,61.050648,59.385039,235.086151,97.913849,97.913849,true,false,3
Dongsi,4,GRU_R1,24,15,95.924508,95.924508,210.918365,122.081635,122.081635,true,false,0
Dongsi,4,B0,1,15,20.2,0.333333,323.0,10.0,10.0,true,false,14
Dongsi,4,B0,6,15,36.066667,24.2,261.0,72.0,72.0,true,false,9
Dongsi,4,B0,12,15,50.2,41.533333,237.0,96.0,96.0,true,false,5
Dongsi,4,B0,24,15,94.533333,94.266667,217.0,116.0,116.0,true,false,2
Dongsi,5,B3_R2,1,29,12.988427,6.317481,387.826416,13.173584,13.173584,true,false,28
Dongsi,5,B3_R2,6,29,49.577735,48.218541,318.446014,82.553986,82.553986,true,true,29
Dongsi,5,B3_R2,12,29,109.396569,108.149373,212.652237,188.347763,188.347763,true,true,7
Dongsi,5,B3_R2,24,29,198.047727,198.047727,146.22641,254.77359,254.77359,true,false,0
Dongsi,5,GRU_R1,1,29,35.782293,34.10853,339.252991,61.747009,61.747009,true,true,29
Dongsi,5,GRU_R1,6,29,59.252203,59.252203,304.993378,96.006622,96.006622,true,true,22
Dongsi,5,GRU_R1,12,29,82.447654,78.080982,248.323547,152.676453,152.676453,true,false,19
Dongsi,5,GRU_R1,24,29,94.752623,94.752623,216.680542,184.319458,184.319458,true,false,10
Dongsi,5,B0,1,29,14.310345,3.275862,400.0,1.0,1.0,true,false,28
Dongsi,5,B0,6,29,40.0,20.896552,350.0,51.0,51.0,true,true,26
Dongsi,5,B0,12,29,52.793103,38.034483,315.0,86.0,86.0,true,true,26
Dongsi,5,B0,24,29,66.0,66.0,236.0,165.0,165.0,true,false,20
Dongsi,6,B3_R2,1,3,9.2512,8.909444,250.766174,12.233826,12.233826,true,false,2
Dongsi,6,B3_R2,6,3,88.47021,88.47021,159.677444,103.322556,103.322556,true,false,0
Dongsi,6,B3_R2,12,3,154.021947,154.021947,104.450203,158.549797,158.549797,true,false,0
Dongsi,6,B3_R2,24,3,164.28329,164.28329,90.497696,172.502304,172.502304,true,false,0
Dongsi,6,GRU_R1,1,3,16.634338,16.634338,238.652969,24.347031,24.347031,true,false,0
Dongsi,6,GRU_R1,6,3,97.622431,97.622431,150.5784,112.4216,112.4216,true,false,0
Dongsi,6,GRU_R1,12,3,129.696416,129.696416,135.528931,127.471069,127.471069,true,false,0
Dongsi,6,GRU_R1,24,3,192.665356,192.665356,67.073166,195.926834,195.926834,true,false,0
Dongsi,6,B0,1,3,9.333333,7.333333,250.0,13.0,13.0,true,false,2
Dongsi,6,B0,6,3,111.0,111.0,138.0,125.0,125.0,true,false,0
Dongsi,6,B0,12,3,138.0,138.0,129.0,134.0,134.0,true,false,0
Dongsi,6,B0,24,3,232.333333,232.333333,26.0,237.0,237.0,true,false,0
Dongsi,7,B3_R2,1,9,7.536448,3.423343,254.953232,13.046768,13.046768,true,true,9
Dongsi,7,B3_R2,6,9,70.278395,70.278395,213.498093,54.501907,54.501907,true,false,0
Dongsi,7,B3_R2,12,9,153.140919,153.140919,108.092697,159.907303,159.907303,true,false,0
Dongsi,7,B3_R2,24,9,173.350071,173.350071,80.69577,187.30423,187.30423,true,false,0
Dongsi,7,GRU_R1,1,9,25.284354,22.516953,254.481949,13.518051,13.518051,true,false,4
Dongsi,7,GRU_R1,6,9,83.301675,83.301675,194.857727,73.142273,73.142273,true,false,0
Dongsi,7,GRU_R1,12,9,131.996413,131.996413,146.743744,121.256256,121.256256,true,false,0
Dongsi,7,GRU_R1,24,9,194.970293,194.970293,70.52861,197.47139,197.47139,true,false,0
Dongsi,7,B0,1,9,7.333333,1.555556,260.0,8.0,8.0,true,false,8
Dongsi,7,B0,6,9,24.444444,23.777778,249.0,19.0,19.0,true,false,3
Dongsi,7,B0,12,9,77.111111,77.111111,229.0,39.0,39.0,true,false,0
Dongsi,7,B0,24,9,201.777778,201.777778,53.0,215.0,215.0,true,false,0
Dongsi,8,B3_R2,1,1,174.283615,174.283615,99.716385,174.283615,174.283615,true,false,0
Dongsi,8,B3_R2,6,1,169.524506,169.524506,104.475494,169.524506,169.524506,true,false,0
Dongsi,8,B3_R2,12,1,183.46022,183.46022,90.53978,183.46022,183.46022,true,false,0
Dongsi,8,B3_R2,24,1,238.173729,238.173729,35.826271,238.173729,238.173729,true,false,0
Dongsi,8,GRU_R1,1,1,159.685181,159.685181,114.314819,159.685181,159.685181,true,false,0
Dongsi,8,GRU_R1,6,1,129.156433,129.156433,144.843567,129.156433,129.156433,true,false,0
Dongsi,8,GRU_R1,12,1,189.295403,189.295403,84.704597,189.295403,189.295403,true,false,0
Dongsi,8,GRU_R1,24,1,222.908024,222.908024,51.091976,222.908024,222.908024,true,false,0
Dongsi,8,B0,1,1,147.0,147.0,127.0,147.0,147.0,true,false,0
Dongsi,8,B0,6,1,137.0,137.0,137.0,137.0,137.0,true,false,0
Dongsi,8,B0,12,1,192.0,192.0,82.0,192.0,192.0,true,false,0
Dongsi,8,B0,24,1,248.0,248.0,26.0,248.0,248.0,true,false,0
Dongsi,9,B3_R2,1,3,27.740835,9.060415,290.391754,4.608246,4.608246,true,false,2
Dongsi,9,B3_R2,6,3,127.518611,127.518611,157.729736,137.270264,137.270264,true,false,0
Dongsi,9,B3_R2,12,3,193.676608,193.676608,90.470642,204.529358,204.529358,true,false,0
Dongsi,9,B3_R2,24,3,232.85363,232.85363,44.266563,250.733437,250.733437,true,false,0
Dongsi,9,GRU_R1,1,3,68.649699,68.649699,226.578568,68.421432,68.421432,true,false,0
Dongsi,9,GRU_R1,6,3,130.959345,130.959345,148.976837,146.023163,146.023163,true,false,0
Dongsi,9,GRU_R1,12,3,175.253431,175.253431,107.894615,187.105385,187.105385,true,false,0
Dongsi,9,GRU_R1,24,3,189.019201,189.019201,90.559311,204.440689,204.440689,true,false,0
Dongsi,9,B0,1,3,32.333333,12.333333,285.0,10.0,10.0,true,false,2
Dongsi,9,B0,6,3,129.0,129.0,150.0,145.0,145.0,true,false,0
Dongsi,9,B0,12,3,171.333333,171.333333,113.0,182.0,182.0,true,false,0
Dongsi,9,B0,24,3,189.0,189.0,90.0,205.0,205.0,true,false,0
Dongsi,10,B3_R2,1,8,8.865042,2.527166,272.467255,7.532745,7.532745,true,false,7
Dongsi,10,B3_R2,6,8,83.761333,83.761333,170.539917,109.460083,109.460083,true,false,0
Dongsi,10,B3_R2,12,8,139.472276,139.472276,147.231567,132.768433,132.768433,true,false,0
Dongsi,10,B3_R2,24,8,199.772466,199.772466,56.112511,223.887489,223.887489,true,false,0
Dongsi,10,GRU_R1,1,8,18.672874,15.552681,261.398621,18.601379,18.601379,true,false,5
Dongsi,10,GRU_R1,6,8,88.13707,88.13707,176.68335,103.31665,103.31665,true,false,0
Dongsi,10,GRU_R1,12,8,134.555372,134.555372,137.336823,142.663177,142.663177,true,false,0
Dongsi,10,GRU_R1,24,8,198.024436,198.024436,61.705093,218.294907,218.294907,true,false,0
Dongsi,10,B0,1,8,10.25,2.0,271.0,9.0,9.0,true,false,7
Dongsi,10,B0,6,8,40.125,39.125,212.0,68.0,68.0,true,false,2
Dongsi,10,B0,12,8,81.0,81.0,213.0,67.0,67.0,true,false,0
Dongsi,10,B0,24,8,219.375,219.375,34.0,246.0,246.0,true,false,0
Dongsi,11,B3_R2,1,5,14.027936,5.433319,281.238953,6.761047,6.761047,true,false,4
Dongsi,11,B3_R2,6,5,93.796402,93.796402,173.15271,114.84729,114.84729,true,false,0
Dongsi,11,B3_R2,12,5,112.911255,112.911255,150.68869,137.31131,137.31131,true,false,0
Dongsi,11,B3_R2,24,5,182.454855,182.454855,83.348015,204.651985,204.651985,true,false,0
Dongsi,11,GRU_R1,1,5,44.054666,44.054666,244.863922,43.136078,43.136078,true,false,2
Dongsi,11,GRU_R1,6,5,93.591434,93.591434,175.196243,112.803757,112.803757,true,false,0
Dongsi,11,GRU_R1,12,5,139.486931,139.486931,136.61261,151.38739,151.38739,true,false,0
Dongsi,11,GRU_R1,24,5,141.302071,141.302071,114.618149,173.381851,173.381851,true,false,0
Dongsi,11,B0,1,5,14.4,4.4,285.0,3.0,3.0,true,false,4
Dongsi,11,B0,6,5,54.8,54.8,222.0,66.0,66.0,true,false,0
Dongsi,11,B0,12,5,89.2,89.2,172.0,116.0,116.0,true,false,0
Dongsi,11,B0,24,5,104.6,104.6,141.0,147.0,147.0,true,false,0
Dongsi,12,B3_R2,1,2,41.136787,41.136787,285.212677,33.787323,33.787323,true,false,1
Dongsi,12,B3_R2,6,2,104.64502,104.64502,181.520096,137.479904,137.479904,true,false,0
Dongsi,12,B3_R2,12,2,163.121346,163.121346,137.540543,181.459457,181.459457,true,false,0
Dongsi,12,B3_R2,24,2,206.974697,206.974697,94.094444,224.905556,224.905556,true,false,0
Dongsi,12,GRU_R1,1,2,65.264175,65.264175,245.582703,73.417297,73.417297,true,false,1
Dongsi,12,GRU_R1,6,2,70.572998,70.572998,233.261475,85.738525,85.738525,true,false,0
Dongsi,12,GRU_R1,12,2,123.872627,123.872627,173.08287,145.91713,145.91713,true,false,0
Dongsi,12,GRU_R1,24,2,178.301952,178.301952,121.466614,197.533386,197.533386,true,false,0
Dongsi,12,B0,1,2,43.5,43.5,280.0,39.0,39.0,true,false,1
Dongsi,12,B0,6,2,19.5,19.5,285.0,34.0,34.0,true,true,2
Dongsi,12,B0,12,2,85.5,85.5,217.0,102.0,102.0,true,false,0
Dongsi,12,B0,24,2,113.0,113.0,181.0,138.0,138.0,true,false,0
Dongsi,13,B3_R2,1,4,136.04269,136.04269,274.482666,133.517334,133.517334,true,false,2
Dongsi,13,B3_R2,6,4,277.787455,277.787455,86.459557,321.540443,321.540443,true,false,0
Dongsi,13,B3_R2,12,4,292.013546,292.013546,72.480881,335.519119,335.519119,true,false,0
Dongsi,13,B3_R2,24,4,298.910563,298.910563,60.020412,347.979588,347.979588,true,false,0
Dongsi,13,GRU_R1,1,4,233.695108,233.695108,136.380997,271.619003,271.619003,true,false,0
Dongsi,13,GRU_R1,6,4,272.594511,272.594511,93.776627,314.223373,314.223373,true,false,0
Dongsi,13,GRU_R1,12,4,297.839237,297.839237,66.408646,341.591354,341.591354,true,false,0
Dongsi,13,GRU_R1,24,4,299.549823,299.549823,51.788113,356.211887,356.211887,true,false,0
Dongsi,13,B0,1,4,73.0,26.5,402.0,6.0,6.0,true,false,3
Dongsi,13,B0,6,4,270.25,270.25,103.0,305.0,305.0,true,false,0
Dongsi,13,B0,12,4,299.75,299.75,68.0,340.0,340.0,true,false,0
Dongsi,13,B0,24,4,317.75,317.75,31.0,377.0,377.0,true,false,0
Dongsi,14,B3_R2,1,1,83.051697,83.051697,209.948303,83.051697,83.051697,true,false,0
Dongsi,14,B3_R2,6,1,160.503677,160.503677,132.496323,160.503677,160.503677,true,false,0
Dongsi,14,B3_R2,12,1,184.907936,184.907936,108.092064,184.907936,184.907936,true,false,0
Dongsi,14,B3_R2,24,1,217.752815,217.752815,75.247185,217.752815,217.752815,true,false,0
Dongsi,14,GRU_R1,1,1,106.138763,106.138763,186.861237,106.138763,106.138763,true,false,0
Dongsi,14,GRU_R1,6,1,109.462494,109.462494,183.537506,109.462494,109.462494,true,false,0
Dongsi,14,GRU_R1,12,1,148.379395,148.379395,144.620605,148.379395,148.379395,true,false,0
Dongsi,14,GRU_R1,24,1,195.486275,195.486275,97.513725,195.486275,195.486275,true,false,0
Dongsi,14,B0,1,1,53.0,53.0,240.0,53.0,53.0,true,false,0
Dongsi,14,B0,6,1,117.0,117.0,176.0,117.0,117.0,true,false,0
Dongsi,14,B0,12,1,93.0,93.0,200.0,93.0,93.0,true,false,0
Dongsi,14,B0,24,1,192.0,192.0,101.0,192.0,192.0,true,false,0
Dongsi,15,B3_R2,1,3,31.223104,19.935791,197.261658,76.738342,76.738342,true,false,2
Dongsi,15,B3_R2,6,3,136.381134,136.381134,128.073853,145.926147,145.926147,true,false,0
Dongsi,15,B3_R2,12,3,166.93055,166.93055,95.743446,178.256554,178.256554,true,false,0
Dongsi,15,B3_R2,24,3,186.591128,186.591128,81.012428,192.987572,192.987572,true,false,0
Dongsi,15,GRU_R1,1,3,59.828883,59.828883,183.849731,90.150269,90.150269,true,false,0
Dongsi,15,GRU_R1,6,3,131.774089,131.774089,132.110077,141.889923,141.889923,true,false,0
Dongsi,15,GRU_R1,12,3,163.943995,163.943995,98.487068,175.512932,175.512932,true,false,0
Dongsi,15,GRU_R1,24,3,175.04673,175.04673,96.611481,177.388519,177.388519,true,false,0
Dongsi,15,B0,1,3,33.0,25.0,187.0,87.0,87.0,true,false,2
Dongsi,15,B0,6,3,122.0,122.0,132.0,142.0,142.0,true,false,0
Dongsi,15,B0,12,3,164.0,164.0,84.0,190.0,190.0,true,false,0
Dongsi,15,B0,24,3,191.0,191.0,81.0,193.0,193.0,true,false,0
Dongsi,16,B3_R2,1,4,9.254898,8.080368,242.989761,19.010239,19.010239,true,false,1
Dongsi,16,B3_R2,6,4,83.021412,83.021412,164.88916,97.11084,97.11084,true,false,0
Dongsi,16,B3_R2,12,4,161.520412,161.520412,91.836975,170.163025,170.163025,true,false,0
Dongsi,16,B3_R2,24,4,157.939503,157.939503,99.615135,162.384865,162.384865,true,false,0
Dongsi,16,GRU_R1,1,4,55.8475,55.8475,192.535599,69.464401,69.464401,true,false,0
Dongsi,16,GRU_R1,6,4,71.655403,71.655403,186.045959,75.954041,75.954041,true,false,0
Dongsi,16,GRU_R1,12,4,118.410175,118.410175,134.487152,127.512848,127.512848,true,false,0
Dongsi,16,GRU_R1,24,4,141.264818,141.264818,155.922714,106.077286,106.077286,true,false,0
Dongsi,16,B0,1,4,8.75,0.75,247.0,15.0,15.0,true,false,3
Dongsi,16,B0,6,4,39.75,39.75,215.0,47.0,47.0,true,false,0
Dongsi,16,B0,12,4,115.0,115.0,128.0,134.0,134.0,true,false,0
Dongsi,16,B0,24,4,109.25,109.25,196.0,66.0,66.0,true,false,0
Dongsi,17,B3_R2,1,1,60.765411,60.765411,192.234589,60.765411,60.765411,true,false,0
Dongsi,17,B3_R2,6,1,167.282249,167.282249,85.717751,167.282249,167.282249,true,false,0
Dongsi,17,B3_R2,12,1,94.656754,94.656754,158.343246,94.656754,94.656754,true,false,0
Dongsi,17,B3_R2,24,1,11.220779,11.220779,241.779221,11.220779,11.220779,true,false,0
Dongsi,17,GRU_R1,1,1,67.816833,67.816833,185.183167,67.816833,67.816833,true,false,0
Dongsi,17,GRU_R1,6,1,138.969551,138.969551,114.030449,138.969551,138.969551,true,false,0
Dongsi,17,GRU_R1,12,1,60.476974,60.476974,192.523026,60.476974,60.476974,true,false,0
Dongsi,17,GRU_R1,24,1,93.782394,93.782394,159.217606,93.782394,93.782394,true,false,0
Dongsi,17,B0,1,1,72.0,72.0,181.0,72.0,72.0,true,false,0
Dongsi,17,B0,6,1,106.0,106.0,147.0,106.0,106.0,true,false,0
Dongsi,17,B0,12,1,71.0,71.0,182.0,71.0,71.0,true,false,0
Dongsi,17,B0,24,1,126.0,126.0,127.0,126.0,126.0,true,false,0
Dongsi,18,B3_R2,1,3,15.152608,1.177795,265.320679,12.679321,12.679321,true,false,2
Dongsi,18,B3_R2,6,3,95.598969,95.598969,171.747986,106.252014,106.252014,true,false,0
Dongsi,18,B3_R2,12,3,100.103577,100.103577,163.958618,114.041382,114.041382,true,false,0
Dongsi,18,B3_R2,24,3,90.103124,90.103124,174.988419,103.011581,103.011581,true,false,0
Dongsi,18,GRU_R1,1,3,34.573934,34.573934,232.477966,45.522034,45.522034,true,false,1
