model,station,horizon_hours,lag_hours,acf,n_pairs
GRU_R1,Dongsi,12,2,0.813118,8256
GRU_R1,Dongsi,12,3,0.703053,8245
GRU_R1,Dongsi,12,6,0.372361,8207
GRU_R1,Dongsi,12,12,-0.140343,8148
GRU_R1,Dongsi,12,24,0.045778,8073
GRU_R1,Dongsi,12,48,0.0983,7982
GRU_R1,Dongsi,12,72,0.083468,7962
GRU_R1,Dongsi,12,168,0.054676,7859
GRU_R1,Dongsi,24,1,0.951403,8292
GRU_R1,Dongsi,24,2,0.881994,8256
GRU_R1,Dongsi,24,3,0.815801,8245
GRU_R1,Dongsi,24,6,0.626382,8207
GRU_R1,Dongsi,24,12,0.325718,8148
GRU_R1,Dongsi,24,24,-0.240817,8073
GRU_R1,Dongsi,24,48,-0.055548,7982
GRU_R1,Dongsi,24,72,0.038123,7962
GRU_R1,Dongsi,24,168,-0.006327,7859
GRU_R1,Guanyuan,1,1,0.573811,8506
GRU_R1,Guanyuan,1,2,0.424828,8482
GRU_R1,Guanyuan,1,3,0.385194,8471
GRU_R1,Guanyuan,1,6,0.277789,8448
GRU_R1,Guanyuan,1,12,0.18257,8418
GRU_R1,Guanyuan,1,24,0.131015,8388
GRU_R1,Guanyuan,1,48,0.07029,8348
GRU_R1,Guanyuan,1,72,0.048117,8323
GRU_R1,Guanyuan,1,168,-0.019612,8238
GRU_R1,Guanyuan,6,1,0.869388,8506
GRU_R1,Guanyuan,6,2,0.672394,8482
GRU_R1,Guanyuan,6,3,0.476482,8471
GRU_R1,Guanyuan,6,6,-0.032868,8448
GRU_R1,Guanyuan,6,12,-0.004969,8418
GRU_R1,Guanyuan,6,24,0.055833,8388
GRU_R1,Guanyuan,6,48,0.08029,8348
GRU_R1,Guanyuan,6,72,0.051525,8323
GRU_R1,Guanyuan,6,168,-0.005268,8238
GRU_R1,Guanyuan,12,1,0.923358,8506
GRU_R1,Guanyuan,12,2,0.808147,8482
GRU_R1,Guanyuan,12,3,0.693207,8471
GRU_R1,Guanyuan,12,6,0.374068,8448
GRU_R1,Guanyuan,12,12,-0.126496,8418
GRU_R1,Guanyuan,12,24,0.013108,8388
GRU_R1,Guanyuan,12,48,0.081544,8348
GRU_R1,Guanyuan,12,72,0.073196,8323
GRU_R1,Guanyuan,12,168,0.007243,8238
GRU_R1,Guanyuan,24,1,0.951266,8506
GRU_R1,Guanyuan,24,2,0.880489,8482
GRU_R1,Guanyuan,24,3,0.813103,8471
GRU_R1,Guanyuan,24,6,0.62709,8448
GRU_R1,Guanyuan,24,12,0.33213,8418
GRU_R1,Guanyuan,24,24,-0.235027,8388
GRU_R1,Guanyuan,24,48,-0.058161,8348
GRU_R1,Guanyuan,24,72,0.013827,8323
GRU_R1,Guanyuan,24,168,-0.027412,8238
GRU_R1,Gucheng,1,1,0.698149,8529
GRU_R1,Gucheng,1,2,0.562785,8504
GRU_R1,Gucheng,1,3,0.517848,8494
GRU_R1,Gucheng,1,6,0.396215,8479
GRU_R1,Gucheng,1,12,0.237488,8457
GRU_R1,Gucheng,1,24,0.236632,8432
GRU_R1,Gucheng,1,48,0.11574,8411
GRU_R1,Gucheng,1,72,0.141938,8383
GRU_R1,Gucheng,1,168,0.010731,8296
GRU_R1,Gucheng,6,1,0.879111,8529
GRU_R1,Gucheng,6,2,0.700008,8504
GRU_R1,Gucheng,6,3,0.526666,8494
GRU_R1,Gucheng,6,6,0.062058,8479
GRU_R1,Gucheng,6,12,0.00794,8457
GRU_R1,Gucheng,6,24,0.160852,8432
GRU_R1,Gucheng,6,48,0.104447,8411
GRU_R1,Gucheng,6,72,0.123769,8383
GRU_R1,Gucheng,6,168,0.046252,8296
GRU_R1,Gucheng,12,1,0.925856,8529
GRU_R1,Gucheng,12,2,0.81512,8504
GRU_R1,Gucheng,12,3,0.709691,8494
GRU_R1,Gucheng,12,6,0.398899,8479
GRU_R1,Gucheng,12,12,-0.100961,8457
GRU_R1,Gucheng,12,24,0.100391,8432
GRU_R1,Gucheng,12,48,0.06902,8411
GRU_R1,Gucheng,12,72,0.130669,8383
GRU_R1,Gucheng,12,168,0.052324,8296
GRU_R1,Gucheng,24,1,0.951489,8529
GRU_R1,Gucheng,24,2,0.882506,8504
GRU_R1,Gucheng,24,3,0.819616,8494
GRU_R1,Gucheng,24,6,0.644313,8479
GRU_R1,Gucheng,24,12,0.347207,8457
GRU_R1,Gucheng,24,24,-0.192361,8432
GRU_R1,Gucheng,24,48,-0.115747,8411
GRU_R1,Gucheng,24,72,0.086408,8383
GRU_R1,Gucheng,24,168,0.024973,8296
GRU_R1,Huairou,1,1,0.551233,8556
GRU_R1,Huairou,1,2,0.398697,8541
GRU_R1,Huairou,1,3,0.379345,8539
GRU_R1,Huairou,1,6,0.268531,8522
GRU_R1,Huairou,1,12,0.180059,8499
GRU_R1,Huairou,1,24,0.157704,8461
GRU_R1,Huairou,1,48,0.132883,8436
GRU_R1,Huairou,1,72,0.077729,8413
GRU_R1,Huairou,1,168,0.054857,8317
GRU_R1,Huairou,6,1,0.855526,8556
GRU_R1,Huairou,6,2,0.676981,8541
GRU_R1,Huairou,6,3,0.507892,8539
GRU_R1,Huairou,6,6,0.063317,8522
GRU_R1,Huairou,6,12,0.039982,8499
GRU_R1,Huairou,6,24,0.071829,8461
GRU_R1,Huairou,6,48,0.087019,8436
GRU_R1,Huairou,6,72,0.051345,8413
GRU_R1,Huairou,6,168,0.015604,8317
GRU_R1,Huairou,12,1,0.916775,8556
GRU_R1,Huairou,12,2,0.810639,8541
GRU_R1,Huairou,12,3,0.713237,8539
GRU_R1,Huairou,12,6,0.435096,8522
GRU_R1,Huairou,12,12,-0.056384,8499
GRU_R1,Huairou,12,24,0.022037,8461
GRU_R1,Huairou,12,48,0.031541,8436
GRU_R1,Huairou,12,72,0.055284,8413
GRU_R1,Huairou,12,168,0.005055,8317
GRU_R1,Huairou,24,1,0.947473,8556
GRU_R1,Huairou,24,2,0.881959,8541
GRU_R1,Huairou,24,3,0.822275,8539
GRU_R1,Huairou,24,6,0.654111,8522
GRU_R1,Huairou,24,12,0.339766,8499
GRU_R1,Huairou,24,24,-0.190143,8461
GRU_R1,Huairou,24,48,-0.104966,8436
GRU_R1,Huairou,24,72,0.043975,8413
GRU_R1,Huairou,24,168,-0.022872,8317
GRU_R1,Nongzhanguan,1,1,0.631602,8538
GRU_R1,Nongzhanguan,1,2,0.491289,8511
GRU_R1,Nongzhanguan,1,3,0.43624,8506
GRU_R1,Nongzhanguan,1,6,0.271958,8487
GRU_R1,Nongzhanguan,1,12,0.15847,8479
GRU_R1,Nongzhanguan,1,24,0.125461,8463
GRU_R1,Nongzhanguan,1,48,0.105416,8442
GRU_R1,Nongzhanguan,1,72,0.078479,8413
GRU_R1,Nongzhanguan,1,168,0.013582,8320
GRU_R1,Nongzhanguan,6,1,0.879396,8538
GRU_R1,Nongzhanguan,6,2,0.695708,8511
GRU_R1,Nongzhanguan,6,3,0.504885,8506
GRU_R1,Nongzhanguan,6,6,-0.0183,8487
GRU_R1,Nongzhanguan,6,12,-0.016908,8479
GRU_R1,Nongzhanguan,6,24,0.083155,8463
GRU_R1,Nongzhanguan,6,48,0.096883,8442
GRU_R1,Nongzhanguan,6,72,0.065605,8413
GRU_R1,Nongzhanguan,6,168,0.038686,8320
GRU_R1,Nongzhanguan,12,1,0.929404,8538
GRU_R1,Nongzhanguan,12,2,0.824191,8511
GRU_R1,Nongzhanguan,12,3,0.713624,8506
GRU_R1,Nongzhanguan,12,6,0.371125,8487
GRU_R1,Nongzhanguan,12,12,-0.146352,8479
GRU_R1,Nongzhanguan,12,24,0.030369,8463
GRU_R1,Nongzhanguan,12,48,0.078993,8442
GRU_R1,Nongzhanguan,12,72,0.092973,8413
GRU_R1,Nongzhanguan,12,168,0.055435,8320
GRU_R1,Nongzhanguan,24,1,0.953972,8538
GRU_R1,Nongzhanguan,24,2,0.887199,8511
GRU_R1,Nongzhanguan,24,3,0.821524,8506
GRU_R1,Nongzhanguan,24,6,0.628499,8487
GRU_R1,Nongzhanguan,24,12,0.32035,8479
GRU_R1,Nongzhanguan,24,24,-0.250192,8463
GRU_R1,Nongzhanguan,24,48,-0.064603,8442
GRU_R1,Nongzhanguan,24,72,0.061308,8413
GRU_R1,Nongzhanguan,24,168,0.009364,8320
GRU_R1,Shunyi,1,1,0.593861,8319
GRU_R1,Shunyi,1,2,0.482398,8288
GRU_R1,Shunyi,1,3,0.408911,8275
GRU_R1,Shunyi,1,6,0.251414,8233
GRU_R1,Shunyi,1,12,0.133246,8189
GRU_R1,Shunyi,1,24,0.119577,8138
GRU_R1,Shunyi,1,48,0.119265,8080
GRU_R1,Shunyi,1,72,0.078828,8057
GRU_R1,Shunyi,1,168,0.050739,7964
GRU_R1,Shunyi,6,1,0.872419,8319
GRU_R1,Shunyi,6,2,0.694667,8288
GRU_R1,Shunyi,6,3,0.504874,8275
GRU_R1,Shunyi,6,6,-0.007157,8233
GRU_R1,Shunyi,6,12,-0.057494,8189
GRU_R1,Shunyi,6,24,0.129073,8138
GRU_R1,Shunyi,6,48,0.122591,8080
GRU_R1,Shunyi,6,72,0.087221,8057
GRU_R1,Shunyi,6,168,0.080621,7964
GRU_R1,Shunyi,12,1,0.927647,8319
GRU_R1,Shunyi,12,2,0.822701,8288
GRU_R1,Shunyi,12,3,0.705938,8275
GRU_R1,Shunyi,12,6,0.350138,8233
GRU_R1,Shunyi,12,12,-0.203197,8189
GRU_R1,Shunyi,12,24,0.075224,8138
GRU_R1,Shunyi,12,48,0.085052,8080
GRU_R1,Shunyi,12,72,0.099139,8057
GRU_R1,Shunyi,12,168,0.079372,7964
GRU_R1,Shunyi,24,1,0.950951,8319
GRU_R1,Shunyi,24,2,0.883706,8288
GRU_R1,Shunyi,24,3,0.813119,8275
GRU_R1,Shunyi,24,6,0.617648,8233
GRU_R1,Shunyi,24,12,0.288427,8189
GRU_R1,Shunyi,24,24,-0.252222,8138
GRU_R1,Shunyi,24,48,-0.06159,8080
GRU_R1,Shunyi,24,72,0.066262,8057
GRU_R1,Shunyi,24,168,0.017637,7964
GRU_R1,Tiantan,1,1,0.61766,8558
GRU_R1,Tiantan,1,2,0.465806,8534
GRU_R1,Tiantan,1,3,0.402208,8522
GRU_R1,Tiantan,1,6,0.282335,8506
GRU_R1,Tiantan,1,12,0.199373,8487
GRU_R1,Tiantan,1,24,0.129641,8462
GRU_R1,Tiantan,1,48,0.093011,8441
GRU_R1,Tiantan,1,72,0.065353,8416
GRU_R1,Tiantan,1,168,-0.007345,8324
GRU_R1,Tiantan,6,1,0.870659,8558
GRU_R1,Tiantan,6,2,0.674747,8534
GRU_R1,Tiantan,6,3,0.478129,8522
GRU_R1,Tiantan,6,6,-0.011179,8506
GRU_R1,Tiantan,6,12,0.022359,8487
GRU_R1,Tiantan,6,24,0.061391,8462
GRU_R1,Tiantan,6,48,0.088757,8441
GRU_R1,Tiantan,6,72,0.044474,8416
GRU_R1,Tiantan,6,168,0.013216,8324
GRU_R1,Tiantan,12,1,0.926074,8558
GRU_R1,Tiantan,12,2,0.814081,8534
GRU_R1,Tiantan,12,3,0.699318,8522
GRU_R1,Tiantan,12,6,0.386501,8506
GRU_R1,Tiantan,12,12,-0.093878,8487
GRU_R1,Tiantan,12,24,-0.000488,8462
GRU_R1,Tiantan,12,48,0.066782,8441
GRU_R1,Tiantan,12,72,0.068437,8416
GRU_R1,Tiantan,12,168,0.038843,8324
GRU_R1,Tiantan,24,1,0.952803,8558
GRU_R1,Tiantan,24,2,0.883297,8534
GRU_R1,Tiantan,24,3,0.814702,8522
GRU_R1,Tiantan,24,6,0.631211,8506
GRU_R1,Tiantan,24,12,0.333311,8487
GRU_R1,Tiantan,24,24,-0.243038,8462
GRU_R1,Tiantan,24,48,-0.053278,8441
GRU_R1,Tiantan,24,72,0.049714,8416
GRU_R1,Tiantan,24,168,0.004508,8324
GRU_R1,Wanliu,1,1,0.564284,8583
GRU_R1,Wanliu,1,2,0.392968,8567
GRU_R1,Wanliu,1,3,0.362866,8563
GRU_R1,Wanliu,1,6,0.267665,8549
GRU_R1,Wanliu,1,12,0.190747,8536
GRU_R1,Wanliu,1,24,0.130725,8518
GRU_R1,Wanliu,1,48,0.06318,8491
GRU_R1,Wanliu,1,72,0.066294,8466
GRU_R1,Wanliu,1,168,-0.00507,8375
GRU_R1,Wanliu,6,1,0.865985,8583
GRU_R1,Wanliu,6,2,0.665875,8567
GRU_R1,Wanliu,6,3,0.471403,8563
GRU_R1,Wanliu,6,6,-0.044929,8549
GRU_R1,Wanliu,6,12,0.028673,8536
GRU_R1,Wanliu,6,24,0.08594,8518
GRU_R1,Wanliu,6,48,0.048949,8491
GRU_R1,Wanliu,6,72,0.056541,8466
GRU_R1,Wanliu,6,168,0.033752,8375
GRU_R1,Wanliu,12,1,0.923984,8583
GRU_R1,Wanliu,12,2,0.812689,8567
GRU_R1,Wanliu,12,3,0.705018,8563
GRU_R1,Wanliu,12,6,0.395694,8549
GRU_R1,Wanliu,12,12,-0.099775,8536
GRU_R1,Wanliu,12,24,0.02182,8518
GRU_R1,Wanliu,12,48,0.057157,8491
GRU_R1,Wanliu,12,72,0.087852,8466
GRU_R1,Wanliu,12,168,0.040563,8375
GRU_R1,Wanliu,24,1,0.952242,8583
GRU_R1,Wanliu,24,2,0.883705,8567
GRU_R1,Wanliu,24,3,0.819473,8563
GRU_R1,Wanliu,24,6,0.640642,8549
GRU_R1,Wanliu,24,12,0.348398,8536
GRU_R1,Wanliu,24,24,-0.231839,8518
GRU_R1,Wanliu,24,48,-0.084672,8491
GRU_R1,Wanliu,24,72,0.06613,8466
GRU_R1,Wanliu,24,168,0.012893,8375
GRU_R1,Wanshouxigong,1,1,0.600881,8468
GRU_R1,Wanshouxigong,1,2,0.485181,8447
GRU_R1,Wanshouxigong,1,3,0.457814,8443
GRU_R1,Wanshouxigong,1,6,0.333072,8422
GRU_R1,Wanshouxigong,1,12,0.203063,8382
GRU_R1,Wanshouxigong,1,24,0.146266,8336
GRU_R1,Wanshouxigong,1,48,0.108463,8294
GRU_R1,Wanshouxigong,1,72,0.078252,8272
GRU_R1,Wanshouxigong,1,168,-0.009808,8186
GRU_R1,Wanshouxigong,6,1,0.859311,8468
GRU_R1,Wanshouxigong,6,2,0.672762,8447
GRU_R1,Wanshouxigong,6,3,0.495924,8443
GRU_R1,Wanshouxigong,6,6,0.017524,8422
GRU_R1,Wanshouxigong,6,12,0.02019,8382
GRU_R1,Wanshouxigong,6,24,0.078954,8336
GRU_R1,Wanshouxigong,6,48,0.090932,8294
GRU_R1,Wanshouxigong,6,72,0.052393,8272
GRU_R1,Wanshouxigong,6,168,0.02995,8186
GRU_R1,Wanshouxigong,12,1,0.916221,8468
GRU_R1,Wanshouxigong,12,2,0.804978,8447
GRU_R1,Wanshouxigong,12,3,0.699129,8443
GRU_R1,Wanshouxigong,12,6,0.389409,8422
GRU_R1,Wanshouxigong,12,12,-0.106896,8382
GRU_R1,Wanshouxigong,12,24,0.014577,8336
GRU_R1,Wanshouxigong,12,48,0.081756,8294
GRU_R1,Wanshouxigong,12,72,0.067017,8272
GRU_R1,Wanshouxigong,12,168,0.058136,8186
GRU_R1,Wanshouxigong,24,1,0.945916,8468
GRU_R1,Wanshouxigong,24,2,0.876201,8447
GRU_R1,Wanshouxigong,24,3,0.811193,8443
GRU_R1,Wanshouxigong,24,6,0.627905,8422
GRU_R1,Wanshouxigong,24,12,0.32158,8382
GRU_R1,Wanshouxigong,24,24,-0.23786,8336
GRU_R1,Wanshouxigong,24,48,-0.036286,8294
GRU_R1,Wanshouxigong,24,72,0.043741,8272
GRU_R1,Wanshouxigong,24,168,0.015052,8186
B0,Aotizhongxin,1,1,0.282836,8511
B0,Aotizhongxin,1,2,0.002568,8487
B0,Aotizhongxin,1,3,-0.03078,8484
B0,Aotizhongxin,1,6,-0.056328,8470
B0,Aotizhongxin,1,12,-0.024986,8439
B0,Aotizhongxin,1,24,0.023418,8389
B0,Aotizhongxin,1,48,0.026845,8360
B0,Aotizhongxin,1,72,0.02449,8333
B0,Aotizhongxin,1,168,0.0279,8242
B0,Aotizhongxin,6,1,0.875712,8511
B0,Aotizhongxin,6,2,0.676252,8487
B0,Aotizhongxin,6,3,0.468017,8484
B0,Aotizhongxin,6,6,-0.122655,8470
B0,Aotizhongxin,6,12,-0.132255,8439
B0,Aotizhongxin,6,24,0.050264,8389
B0,Aotizhongxin,6,48,0.052276,8360
B0,Aotizhongxin,6,72,0.075433,8333
B0,Aotizhongxin,6,168,0.072517,8242
B0,Aotizhongxin,12,1,0.93124,8511
B0,Aotizhongxin,12,2,0.820901,8487
B0,Aotizhongxin,12,3,0.7058,8484
B0,Aotizhongxin,12,6,0.354472,8470
B0,Aotizhongxin,12,12,-0.244308,8439
B0,Aotizhongxin,12,24,-0.000236,8389
B0,Aotizhongxin,12,48,0.04506,8360
B0,Aotizhongxin,12,72,0.090244,8333
B0,Aotizhongxin,12,168,0.089281,8242
B0,Aotizhongxin,24,1,0.956023,8511
B0,Aotizhongxin,24,2,0.889074,8487
B0,Aotizhongxin,24,3,0.82186,8484
B0,Aotizhongxin,24,6,0.641731,8470
B0,Aotizhongxin,24,12,0.339404,8439
B0,Aotizhongxin,24,24,-0.302502,8389
B0,Aotizhongxin,24,48,-0.150186,8360
B0,Aotizhongxin,24,72,0.005874,8333
B0,Aotizhongxin,24,168,0.021747,8242
B0,Changping,1,1,0.159188,8568
B0,Changping,1,2,-0.041026,8553
B0,Changping,1,3,-0.033535,8549
B0,Changping,1,6,-0.021355,8541
B0,Changping,1,12,-0.021133,8528
B0,Changping,1,24,0.013271,8513
B0,Changping,1,48,0.038763,8486
B0,Changping,1,72,0.016586,8461
B0,Changping,1,168,0.031154,8369
B0,Changping,6,1,0.849324,8568
B0,Changping,6,2,0.637957,8553
B0,Changping,6,3,0.432327,8549
B0,Changping,6,6,-0.126137,8541
B0,Changping,6,12,-0.085033,8528
B0,Changping,6,24,0.007665,8513
B0,Changping,6,48,0.052381,8486
B0,Changping,6,72,0.028774,8461
B0,Changping,6,168,0.045842,8369
B0,Changping,12,1,0.913664,8568
B0,Changping,12,2,0.795119,8553
B0,Changping,12,3,0.680733,8549
B0,Changping,12,6,0.381304,8541
B0,Changping,12,12,-0.207074,8528
B0,Changping,12,24,-0.064701,8513
B0,Changping,12,48,0.0026,8486
B0,Changping,12,72,0.021028,8461
B0,Changping,12,168,0.02223,8369
B0,Changping,24,1,0.947254,8568
B0,Changping,24,2,0.879305,8553
B0,Changping,24,3,0.815531,8549
B0,Changping,24,6,0.640985,8541
B0,Changping,24,12,0.329515,8528
B0,Changping,24,24,-0.292322,8513
B0,Changping,24,48,-0.137023,8486
B0,Changping,24,72,-0.039297,8461
B0,Changping,24,168,-0.003564,8369
B0,Dingling,1,1,0.118018,8396
B0,Dingling,1,2,-0.027125,8372
B0,Dingling,1,3,-0.001181,8360
B0,Dingling,1,6,-0.032379,8338
B0,Dingling,1,12,-0.015169,8310
B0,Dingling,1,24,0.025477,8271
B0,Dingling,1,48,0.027857,8222
B0,Dingling,1,72,-0.007158,8172
B0,Dingling,1,168,0.020513,8032
B0,Dingling,6,1,0.843966,8396
B0,Dingling,6,2,0.647515,8372
B0,Dingling,6,3,0.457623,8360
B0,Dingling,6,6,-0.076275,8338
B0,Dingling,6,12,-0.109391,8310
B0,Dingling,6,24,0.023457,8271
B0,Dingling,6,48,0.053417,8222
B0,Dingling,6,72,0.006287,8172
B0,Dingling,6,168,0.041288,8032
B0,Dingling,12,1,0.918152,8396
B0,Dingling,12,2,0.812283,8372
B0,Dingling,12,3,0.70806,8360
B0,Dingling,12,6,0.40123,8338
B0,Dingling,12,12,-0.197065,8310
B0,Dingling,12,24,-0.041832,8271
B0,Dingling,12,48,0.019143,8222
B0,Dingling,12,72,0.007079,8172
B0,Dingling,12,168,0.029319,8032
B0,Dingling,24,1,0.950641,8396
B0,Dingling,24,2,0.890652,8372
B0,Dingling,24,3,0.832782,8360
B0,Dingling,24,6,0.671312,8338
B0,Dingling,24,12,0.353251,8310
B0,Dingling,24,24,-0.286744,8271
B0,Dingling,24,48,-0.147646,8222
B0,Dingling,24,72,-0.063101,8172
B0,Dingling,24,168,-0.014076,8032
B0,Dongsi,1,1,0.257197,8292
B0,Dongsi,1,2,0.005011,8256
B0,Dongsi,1,3,-0.010574,8245
B0,Dongsi,1,6,-0.038188,8207
B0,Dongsi,1,12,-0.021002,8148
B0,Dongsi,1,24,0.049311,8073
B0,Dongsi,1,48,0.025215,7982
B0,Dongsi,1,72,0.018976,7962
B0,Dongsi,1,168,0.037085,7859
B0,Dongsi,6,1,0.876089,8292
B0,Dongsi,6,2,0.680492,8256
B0,Dongsi,6,3,0.474536,8245
B0,Dongsi,6,6,-0.140708,8207
B0,Dongsi,6,12,-0.165266,8148
B0,Dongsi,6,24,0.072739,8073
B0,Dongsi,6,48,0.076613,7982
B0,Dongsi,6,72,0.061531,7962
B0,Dongsi,6,168,0.084807,7859
B0,Dongsi,12,1,0.928145,8292
B0,Dongsi,12,2,0.817025,8256
B0,Dongsi,12,3,0.69934,8245
B0,Dongsi,12,6,0.323386,8207
B0,Dongsi,12,12,-0.285596,8148
B0,Dongsi,12,24,0.032646,8073
B0,Dongsi,12,48,0.077607,7982
B0,Dongsi,12,72,0.07369,7962
B0,Dongsi,12,168,0.10588,7859
B0,Dongsi,24,1,0.95384,8292
B0,Dongsi,24,2,0.884965,8256
B0,Dongsi,24,3,0.817172,8245
B0,Dongsi,24,6,0.62235,8207
B0,Dongsi,24,12,0.321101,8148
B0,Dongsi,24,24,-0.31125,8073
B0,Dongsi,24,48,-0.123334,7982
B0,Dongsi,24,72,-0.029482,7962
B0,Dongsi,24,168,0.012216,7859
B0,Guanyuan,1,1,0.259209,8506
B0,Guanyuan,1,2,0.004758,8482
B0,Guanyuan,1,3,-0.026959,8471
B0,Guanyuan,1,6,-0.056096,8448
B0,Guanyuan,1,12,-0.043328,8418
B0,Guanyuan,1,24,0.022737,8388
B0,Guanyuan,1,48,0.022901,8348
B0,Guanyuan,1,72,0.018781,8323
B0,Guanyuan,1,168,0.020474,8238
B0,Guanyuan,6,1,0.871959,8506
B0,Guanyuan,6,2,0.667992,8482
B0,Guanyuan,6,3,0.456066,8471
B0,Guanyuan,6,6,-0.14339,8448
B0,Guanyuan,6,12,-0.129863,8418
B0,Guanyuan,6,24,0.033787,8388
B0,Guanyuan,6,48,0.055103,8348
B0,Guanyuan,6,72,0.049632,8323
B0,Guanyuan,6,168,0.044917,8238
B0,Guanyuan,12,1,0.925841,8506
B0,Guanyuan,12,2,0.809645,8482
B0,Guanyuan,12,3,0.689465,8471
B0,Guanyuan,12,6,0.343479,8448
B0,Guanyuan,12,12,-0.243305,8418
B0,Guanyuan,12,24,-0.00687,8388
B0,Guanyuan,12,48,0.052602,8348
B0,Guanyuan,12,72,0.056539,8323
B0,Guanyuan,12,168,0.054738,8238
B0,Guanyuan,24,1,0.952937,8506
B0,Guanyuan,24,2,0.882198,8482
B0,Guanyuan,24,3,0.813539,8471
B0,Guanyuan,24,6,0.627492,8448
B0,Guanyuan,24,12,0.335014,8418
B0,Guanyuan,24,24,-0.284407,8388
B0,Guanyuan,24,48,-0.127567,8348
B0,Guanyuan,24,72,-0.064402,8323
B0,Guanyuan,24,168,-0.008577,8238
B0,Gucheng,1,1,0.257181,8529
B0,Gucheng,1,2,-0.04587,8504
B0,Gucheng,1,3,-0.035417,8494
B0,Gucheng,1,6,-0.031267,8479
B0,Gucheng,1,12,-0.046011,8457
B0,Gucheng,1,24,0.04714,8432
B0,Gucheng,1,48,0.033609,8411
B0,Gucheng,1,72,0.032585,8383
B0,Gucheng,1,168,0.027958,8296
B0,Gucheng,6,1,0.872416,8529
B0,Gucheng,6,2,0.673855,8504
B0,Gucheng,6,3,0.476991,8494
B0,Gucheng,6,6,-0.111586,8479
B0,Gucheng,6,12,-0.181888,8457
B0,Gucheng,6,24,0.113442,8432
B0,Gucheng,6,48,0.076964,8411
B0,Gucheng,6,72,0.113513,8383
B0,Gucheng,6,168,0.086078,8296
B0,Gucheng,12,1,0.926699,8529
B0,Gucheng,12,2,0.809128,8504
B0,Gucheng,12,3,0.694328,8494
B0,Gucheng,12,6,0.335728,8479
B0,Gucheng,12,12,-0.277186,8457
B0,Gucheng,12,24,0.075637,8432
B0,Gucheng,12,48,0.041171,8411
B0,Gucheng,12,72,0.132869,8383
B0,Gucheng,12,168,0.091003,8296
B0,Gucheng,24,1,0.953869,8529
B0,Gucheng,24,2,0.88611,8504
B0,Gucheng,24,3,0.825411,8494
B0,Gucheng,24,6,0.654905,8479
B0,Gucheng,24,12,0.361059,8457
B0,Gucheng,24,24,-0.261406,8432
B0,Gucheng,24,48,-0.219222,8411
B0,Gucheng,24,72,0.029135,8383
B0,Gucheng,24,168,0.030242,8296
B0,Huairou,1,1,0.145708,8556
B0,Huairou,1,2,-0.055371,8541
B0,Huairou,1,3,-0.010885,8539
B0,Huairou,1,6,-0.028838,8522
B0,Huairou,1,12,-0.018045,8499
B0,Huairou,1,24,0.056704,8461
B0,Huairou,1,48,0.038228,8436
B0,Huairou,1,72,0.045272,8413
B0,Huairou,1,168,0.036959,8317
B0,Huairou,6,1,0.849251,8556
B0,Huairou,6,2,0.657559,8541
B0,Huairou,6,3,0.465344,8539
B0,Huairou,6,6,-0.102069,8522
B0,Huairou,6,12,-0.115221,8499
B0,Huairou,6,24,0.065174,8461
B0,Huairou,6,48,0.080092,8436
B0,Huairou,6,72,0.078992,8413
B0,Huairou,6,168,0.060845,8317
B0,Huairou,12,1,0.916667,8556
B0,Huairou,12,2,0.806976,8541
B0,Huairou,12,3,0.703286,8539
B0,Huairou,12,6,0.379809,8522
B0,Huairou,12,12,-0.23217,8499
B0,Huairou,12,24,-0.014773,8461
B0,Huairou,12,48,0.02357,8436
B0,Huairou,12,72,0.069224,8413
B0,Huairou,12,168,0.038534,8317
B0,Huairou,24,1,0.950018,8556
B0,Huairou,24,2,0.887725,8541
B0,Huairou,24,3,0.830683,8539
B0,Huairou,24,6,0.662802,8522
B0,Huairou,24,12,0.338977,8499
B0,Huairou,24,24,-0.280959,8461
B0,Huairou,24,48,-0.170248,8436
B0,Huairou,24,72,-0.020883,8413
B0,Huairou,24,168,-0.024504,8317
B0,Nongzhanguan,1,1,0.272914,8538
B0,Nongzhanguan,1,2,0.039383,8511
B0,Nongzhanguan,1,3,0.026298,8506
B0,Nongzhanguan,1,6,-0.056822,8487
B0,Nongzhanguan,1,12,-0.034473,8479
B0,Nongzhanguan,1,24,0.032982,8463
B0,Nongzhanguan,1,48,0.03471,8442
B0,Nongzhanguan,1,72,0.024338,8413
B0,Nongzhanguan,1,168,0.021754,8320
B0,Nongzhanguan,6,1,0.882568,8538
B0,Nongzhanguan,6,2,0.692699,8511
B0,Nongzhanguan,6,3,0.481454,8506
B0,Nongzhanguan,6,6,-0.144816,8487
B0,Nongzhanguan,6,12,-0.147837,8479
B0,Nongzhanguan,6,24,0.077461,8463
B0,Nongzhanguan,6,48,0.069182,8442
B0,Nongzhanguan,6,72,0.06324,8413
B0,Nongzhanguan,6,168,0.075556,8320
B0,Nongzhanguan,12,1,0.932764,8538
B0,Nongzhanguan,12,2,0.828427,8511
B0,Nongzhanguan,12,3,0.713626,8506
B0,Nongzhanguan,12,6,0.333428,8487
B0,Nongzhanguan,12,12,-0.278445,8479
B0,Nongzhanguan,12,24,0.020101,8463
B0,Nongzhanguan,12,48,0.055909,8442
B0,Nongzhanguan,12,72,0.082104,8413
B0,Nongzhanguan,12,168,0.098542,8320
B0,Nongzhanguan,24,1,0.956,8538
B0,Nongzhanguan,24,2,0.889724,8511
